symbol,segment,timeframe,expansion_mult,exit_variant,same_bar_both_mode,fee_scenario,filter_mode,direction_mode,bars_tested,start_date,end_date,final_equity,net_return_pct,max_drawdown_pct,buy_and_hold_return_pct,beats_buy_and_hold,total_trades,long_trades,short_trades,win_rate,profit_factor,avg_trade_pct,avg_win_pct,avg_loss_pct,expectancy_pct,return_dd_ratio,fee_label,symbols,positive_symbols,aggregate_net_return_pct,aggregate_max_drawdown_pct,aggregate_trade_count,avg_win_rate,avg_return_dd_ratio,aggregate_profit_factor
ETHUSDT,full,1D,0.9,atr_stop_time_exit,skip,commission=0.0004;slippage=0.0002,none,both,2344,2019-11-27,2026-04-27,51419.30707291633,414.19307072916325,-64.99651730066445,1405.9205350118016,False,549,270,279,49.18032786885246,1.2377657096416035,0.519794058193475,5.502108076462545,-4.301800153034657,0.519794058193475,6.37254252890453,base,5,5,339.36761913844106,-67.34690821243966,2611,48.14292881771213,5.634794739441767,1.237436295929077
SOLUSDT,full,1D,0.9,close_exit,skip,commission=0.0004;slippage=0.0002,none,both,2052,2020-09-14,2026-04-27,21799.805762454198,117.99805762454199,-39.5243647899579,2493.307002235082,False,737,373,364,49.796472184531886,1.1443276568876002,0.19721567120888145,3.140101446577385,-2.7218088681431207,0.19721567120888145,2.985451081924084,base,5,5,1192.539270210256,-37.750162271634544,4178,48.108393042059,33.03917349067698,1.3537322896123418
SOLUSDT,full,1D,0.9,next_bar_close_exit,skip,commission=0.0004;slippage=0.0002,none,both,2052,2020-09-14,2026-04-27,96270.77265195403,862.7077265195403,-76.62990511183537,2493.307002235082,False,597,303,294,50.41876046901172,1.2898824871298509,0.6575644172553985,5.803290450968445,-4.575082664324423,0.6575644172553985,11.258107722572351,base,5,5,619.7681126914761,-68.37241631463355,3322,47.67621956193565,9.419067371042305,1.2782249875982599
SOLUSDT,full,1D,0.9,previous_extreme_target_stop,skip,commission=0.0004;slippage=0.0002,none,both,2052,2020-09-14,2026-04-27,5.816931601410863e-07,-99.99999999418307,-99.99999999418307,2493.307002235082,False,737,373,364,3.1207598371777476,0.0025858997088055156,-3.094122887644615,0.2570474997705592,-3.2020737544661126,-3.094122887644615,-1.0,base,5,0,-99.99998361546145,-99.99998361546145,4178,2.3612301193196843,-1.0,0.002121286810295809
SOLUSDT,full,1D,0.9,atr_stop_time_exit,skip,commission=0.0004;slippage=0.0002,none,both,2052,2020-09-14,2026-04-27,19905.005764279635,99.05005764279635,-76.29242227981597,2493.307002235082,False,466,235,231,49.141630901287556,1.2136356361213123,0.693566736461006,8.017764807504475,-6.383401019948087,0.693566736461006,1.2982948329981283,base,5,5,339.36761913844106,-67.34690821243966,2611,48.14292881771213,5.634794739441767,1.237436295929077
XRPUSDT,full,1D,0.9,close_exit,skip,commission=0.0004;slippage=0.0002,none,both,2304,2020-01-06,2026-04-27,166537.76791331187,1565.3776791331186,-48.23500497229837,524.7978436657683,True,820,374,446,44.146341463414636,1.4059369700690723,0.46874708735507703,3.677486688493212,-2.067418274243187,0.46874708735507703,32.453146424098506,base,5,5,1192.539270210256,-37.750162271634544,4178,48.108393042059,33.03917349067698,1.3537322896123418
XRPUSDT,full,1D,0.9,next_bar_close_exit,skip,commission=0.0004;slippage=0.0002,none,both,2304,2020-01-06,2026-04-27,64339.193833575264,543.3919383357527,-94.14739437239729,524.7978436657683,True,657,298,359,44.29223744292237,1.2848305011898902,0.5685707748485855,5.790502550192486,-3.583293013744516,0.5685707748485855,5.771715106489104,base,5,5,619.7681126914761,-68.37241631463355,3322,47.67621956193565,9.419067371042305,1.2782249875982599
XRPUSDT,full,1D,0.9,previous_extreme_target_stop,skip,commission=0.0004;slippage=0.0002,none,both,2304,2020-01-06,2026-04-27,2.9083741349985695e-05,-99.9999997091626,-99.9999997091626,524.7978436657683,False,820,374,446,1.3414634146341464,0.0011014992445322984,-2.339652224898428,0.19232481197318618,-2.374079601172331,-2.339652224898428,-1.0,base,5,0,-99.99998361546145,-99.99998361546145,4178,2.3612301193196843,-1.0,0.002121286810295809
XRPUSDT,full,1D,0.9,atr_stop_time_exit,skip,commission=0.0004;slippage=0.0002,none,both,2304,2020-01-06,2026-04-27,19465.233326615802,94.65233326615802,-82.90686232614546,524.7978436657683,False,521,239,282,45.489443378119006,1.1862816332501935,0.4546456185211117,6.364732517057548,-4.477363518637817,0.4546456185211117,1.1416706724927945,base,5,5,339.36761913844106,-67.34690821243966,2611,48.14292881771213,5.634794739441767,1.237436295929077
BNBUSDT,full,1D,0.9,close_exit,skip,commission=0.0008;slippage=0.0004,none,both,2269,2020-02-10,2026-04-27,39466.90380686429,294.6690380686429,-50.70448143969739,2374.77073325658,False,806,377,429,46.52605459057072,1.2676847856979068,0.24983725410134158,2.543012893714817,-1.7453851701563228,0.24983725410134158,5.811498899147435,2x,5,4,368.5571954097109,-47.69978360137126,4178,45.79942838022713,9.088359895739124,1.2185756289833416
BNBUSDT,full,1D,0.9,next_bar_close_exit,skip,commission=0.0008;slippage=0.0004,none,both,2269,2020-02-10,2026-04-27,19274.900530844763,92.74900530844764,-67.0306776517259,2374.77073325658,False,652,313,339,44.785276073619634,1.1606596551747692,0.261977222131414,4.225969274214692,-2.953260775669467,0.261977222131414,1.3836799590531896,2x,5,5,226.30908973171918,-72.8686325620239,3322,46.64330210276954,3.1427257585078165,1.202032667382902
BNBUSDT,full,1D,0.9,previous_extreme_target_stop,skip,commission=0.0008;slippage=0.0004,none,both,2269,2020-02-10,2026-04-27,0.0005524893247974459,-99.99999447510676,-99.99999447510676,2374.77073325658,False,806,377,429,1.1166253101736971,0.0010179708659496134,-2.0339545087783324,0.1856143038067097,-2.059018648443659,-2.0339545087783324,-1.0,2x,5,0,-99.99999463456047,-99.99999463456047,4178,1.3437981328596451,-1.0,0.0010687751999186347
BNBUSDT,full,1D,0.9,atr_stop_time_exit,skip,commission=0.0008;slippage=0.0004,none,both,2269,2020-02-10,2026-04-27,20289.872315180437,102.89872315180438,-60.11546383182338,2374.77073325658,False,506,242,264,47.03557312252965,1.1871538891145137,0.37713875160227145,5.086076430513538,-3.8046790378786293,0.37713875160227145,1.7116847578464958,2x,5,5,129.96769364653377,-70.87125087955755,2611,47.23819183724207,2.07435184873593,1.1791717562136907
BTCUSDT,full,1D,0.9,close_exit,skip,commission=0.0008;slippage=0.0004,none,both,2410,2019-09-08,2026-04-13,21816.818928237935,118.16818928237933,-51.22997696918392,593.4552134746908,False,953,474,479,45.01573976915005,1.15668917535737,0.12544535725594047,2.0571590828400295,-1.456053093651644,0.12544535725594047,2.3066219481898336,2x,5,4,368.5571954097109,-47.69978360137126,4178,45.79942838022713,9.088359895739124,1.2185756289833416
BTCUSDT,full,1D,0.9,next_bar_close_exit,skip,commission=0.0008;slippage=0.0004,none,both,2410,2019-09-08,2026-04-13,23947.838101575206,139.47838101575206,-58.80113354938483,593.4552134746908,False,727,365,362,46.49243466299862,1.154481508864795,0.20967999773152504,3.3704290739433795,-2.5366778114191355,0.20967999773152504,2.37203558156935,2x,5,5,226.30908973171918,-72.8686325620239,3322,46.64330210276954,3.1427257585078165,1.202032667382902
BTCUSDT,full,1D,0.9,previous_extreme_target_stop,skip,commission=0.0008;slippage=0.0004,none,both,2410,2019-09-08,2026-04-13,0.0019799015721790637,-99.99998020098427,-99.99998020098427,593.4552134746908,False,953,474,479,0.8394543546694648,0.00075451165339491,-1.597368958255744,0.14368184957586255,-1.612108012713578,-1.597368958255744,-1.0,2x,5,0,-99.99999463456047,-99.99999463456047,4178,1.3437981328596451,-1.0,0.0010687751999186347
BTCUSDT,full,1D,0.9,atr_stop_time_exit,skip,commission=0.0008;slippage=0.0004,none,both,2410,2019-09-08,2026-04-13,46327.8967149649,363.278967149649,-60.25797942798676,593.4552134746908,False,569,295,274,47.45166959578208,1.2447710117100854,0.40729822104276403,4.365062821758013,-3.1666029234158217,0.40729822104276403,6.028727989191825,2x,5,5,129.96769364653377,-70.87125087955755,2611,47.23819183724207,2.07435184873593,1.1791717562136907
ETHUSDT,full,1D,0.9,close_exit,skip,commission=0.0008;slippage=0.0004,none,both,2344,2019-11-27,2026-04-27,101698.80746103733,916.9880746103732,-32.279419717260396,1405.9205350118016,False,862,417,445,46.98375870069606,1.3579451901097366,0.3476164093041439,2.8068436517573963,-1.831786289150051,0.3476164093041439,28.407824014260175,2x,5,4,368.5571954097109,-47.69978360137126,4178,45.79942838022713,9.088359895739124,1.2185756289833416
ETHUSDT,full,1D,0.9,next_bar_close_exit,skip,commission=0.0008;slippage=0.0004,none,both,2344,2019-11-27,2026-04-27,43677.65485754627,336.7765485754627,-64.8802006418995,1405.9205350118016,False,689,341,348,48.47605224963715,1.226930817015699,0.39829169738035725,4.442225559424209,-3.406423541838365,0.39829169738035725,5.190744560644485,2x,5,5,226.30908973171918,-72.8686325620239,3322,46.64330210276954,3.1427257585078165,1.202032667382902
ETHUSDT,full,1D,0.9,previous_extreme_target_stop,skip,commission=0.0008;slippage=0.0004,none,both,2344,2019-11-27,2026-04-27,0.0001394042061803945,-99.99999860595794,-99.99999860595794,1405.9205350118016,False,862,417,445,1.5081206496519721,0.001420198753786106,-2.062304488592047,0.1944836294164013,-2.0968607259702683,-2.062304488592047,-1.0,2x,5,0,-99.99999463456047,-99.99999463456047,4178,1.3437981328596451,-1.0,0.0010687751999186347
ETHUSDT,full,1D,0.9,atr_stop_time_exit,skip,commission=0.0008;slippage=0.0004,none,both,2344,2019-11-27,2026-04-27,26603.280290515006,166.03280290515005,-68.88464072367776,1405.9205350118016,False,549,270,279,48.26958105646631,1.177826879701056,0.39956218372654523,5.482705286961871,-4.343511486545854,0.39956218372654523,2.410302226459599,2x,5,5,129.96769364653377,-70.87125087955755,2611,47.23819183724207,2.07435184873593,1.1791717562136907
SOLUSDT,full,1D,0.9,close_exit,skip,commission=0.0008;slippage=0.0004,none,both,2052,2020-09-14,2026-04-27,8996.920528682644,-10.030794713173563,-46.99781215589163,2493.307002235082,False,737,373,364,48.032564450474894,1.0540235012188919,0.07711280230595395,3.132263422220647,-2.746707875108671,0.07711280230595395,-0.21343109930099385,2x,5,4,368.5571954097109,-47.69978360137126,4178,45.79942838022713,9.088359895739124,1.2185756289833416
SOLUSDT,full,1D,0.9,next_bar_close_exit,skip,commission=0.0008;slippage=0.0004,none,both,2052,2020-09-14,2026-04-27,47023.2592071686,370.23259207168604,-77.75908544010844,2493.307002235082,False,597,303,294,50.083752093802346,1.2308684234076586,0.537277445659863,5.719378597101204,-4.662213306960811,0.537277445659863,4.761277604748147,2x,5,5,226.30908973171918,-72.8686325620239,3322,46.64330210276954,3.1427257585078165,1.202032667382902
SOLUSDT,full,1D,0.9,previous_extreme_target_stop,skip,commission=0.0008;slippage=0.0004,none,both,2052,2020-09-14,2026-04-27,2.3539759721793257e-07,-99.99999999764603,-99.99999999764603,2493.307002235082,False,737,373,364,2.03527815468114,0.0015840122257829658,-3.2129094842731556,0.2504503954765567,-3.2848629443787587,-3.2129094842731556,-1.0,2x,5,0,-99.99999463456047,-99.99999463456047,4178,1.3437981328596451,-1.0,0.0010687751999186347
SOLUSDT,full,1D,0.9,atr_stop_time_exit,skip,commission=0.0008;slippage=0.0004,none,both,2052,2020-09-14,2026-04-27,11358.92123353463,13.58921233534629,-77.73494320330508,2493.307002235082,False,466,235,231,48.712446351931334,1.1733793261724084,0.573265366816245,7.964470096200503,-6.446832848958762,0.573265366816245,0.17481472006489499,2x,5,5,129.96769364653377,-70.87125087955755,2611,47.23819183724207,2.07435184873593,1.1791717562136907
XRPUSDT,full,1D,0.9,close_exit,skip,commission=0.0008;slippage=0.0004,none,both,2304,2020-01-06,2026-04-27,62299.14698003326,522.9914698003327,-57.287227724822934,524.7978436657683,False,820,374,446,42.4390243902439,1.2851316354123332,0.3485356275951751,3.7015532081717404,-2.123604452999411,0.3485356275951751,9.129285716399172,2x,5,4,368.5571954097109,-47.69978360137126,4178,45.79942838022713,9.088359895739124,1.2185756289833416
XRPUSDT,full,1D,0.9,next_bar_close_exit,skip,commission=0.0008;slippage=0.0004,none,both,2304,2020-01-06,2026-04-27,29230.892168724742,192.30892168724742,-95.87206552700084,524.7978436657683,False,657,298,359,43.37899543378995,1.2173337963228916,0.4483193935947907,5.788825374375433,-3.643197285229088,0.4483193935947907,2.005891086523912,2x,5,5,226.30908973171918,-72.8686325620239,3322,46.64330210276954,3.1427257585078165,1.202032667382902
XRPUSDT,full,1D,0.9,previous_extreme_target_stop,skip,commission=0.0008;slippage=0.0004,none,both,2304,2020-01-06,2026-04-27,1.0689272096159706e-05,-99.99999989310729,-99.99999989310729,524.7978436657683,False,820,374,446,1.2195121951219512,0.0004314766958258653,-2.458740549470616,0.08703046997026856,-2.4901698213155647,-2.458740549470616,-1.0,2x,5,0,-99.99999463456047,-99.99999463456047,4178,1.3437981328596451,-1.0,0.0010687751999186347
XRPUSDT,full,1D,0.9,atr_stop_time_exit,skip,commission=0.0008;slippage=0.0004,none,both,2304,2020-01-06,2026-04-27,10403.876269071918,4.0387626907191665,-87.36322721099482,524.7978436657683,False,521,239,282,44.72168905950096,1.1334686123172304,0.334439798221302,6.350824451179587,-4.5329825078178665,0.334439798221302,0.04622955011683544,2x,5,5,129.96769364653377,-70.87125087955755,2611,47.23819183724207,2.07435184873593,1.1791717562136907
BNBUSDT,full,1D,0.9,close_exit,skip,commission=0.0012;slippage=0.0006,none,both,2269,2020-02-10,2026-04-27,14997.366290289778,49.97366290289777,-68.20090882176477,2374.77073325658,False,806,377,429,43.17617866004963,1.1297669402433097,0.12968134074494556,2.614918076407622,-1.75866447587211,0.12968134074494556,0.7327418910721292,3x,5,3,70.18013054531252,-63.381866070582326,4178,43.143502849899996,1.594388777931803,1.098458425300253
BNBUSDT,full,1D,0.9,next_bar_close_exit,skip,commission=0.0012;slippage=0.0006,none,both,2269,2020-02-10,2026-04-27,8804.901275228536,-11.95098724771464,-72.9146754997969,2374.77073325658,False,652,313,339,43.558282208588956,1.0835643107510686,0.1418164537576446,4.221722993071866,-3.006807071147896,0.1418164537576446,-0.16390372947278534,3x,5,4,48.23981190286726,-77.95105371966334,3322,45.43853554795594,0.6106440174701337,1.1308793204367897
BNBUSDT,full,1D,0.9,previous_extreme_target_stop,skip,commission=0.0012;slippage=0.0006,none,both,2269,2020-02-10,2026-04-27,0.00020696282448391247,-99.99999793037175,-99.99999793037175,2374.77073325658,False,806,377,429,0.8684863523573202,0.0004501338101557474,-2.1531970878772273,0.11164980137921846,-2.17303930092453,-2.1531970878772273,-1.0,3x,5,0,-99.9999982358814,-99.9999982358814,4178,0.6587954812196382,-1.0,0.0005456638658700151
BNBUSDT,full,1D,0.9,atr_stop_time_exit,skip,commission=0.0012;slippage=0.0006,none,both,2269,2020-02-10,2026-04-27,11044.692921455839,10.446929214558388,-65.15261089881872,2374.77073325658,False,506,242,264,45.25691699604743,1.1235776935660642,0.25693192781674157,5.161740096606125,-3.7979455835650957,0.25693192781674157,0.16034551908874922,3x,5,3,20.473117003415886,-74.38903943331105,2611,46.14654877568701,0.36658001258624917,1.1238789495380346
BTCUSDT,full,1D,0.9,close_exit,skip,commission=0.0012;slippage=0.0006,none,both,2410,2019-09-08,2026-04-13,6946.107152669454,-30.53892847330546,-70.38878562762254,593.4552134746908,False,953,474,479,41.97271773347324,1.0061478782955526,0.005339190720858615,2.0818282523488647,-1.4966420473464148,0.005339190720858615,-0.4338607095008772,3x,5,3,70.18013054531252,-63.381866070582326,4178,43.143502849899996,1.594388777931803,1.098458425300253
BTCUSDT,full,1D,0.9,next_bar_close_exit,skip,commission=0.0012;slippage=0.0006,none,both,2410,2019-09-08,2026-04-13,10001.548490228472,0.015484902284712554,-67.42583752215027,593.4552134746908,False,727,365,362,45.39202200825309,1.0629891768546011,0.08954014406959399,3.328903221464552,-2.603129416485409,0.08954014406959399,0.0002296582861076892,3x,5,4,48.23981190286726,-77.95105371966334,3322,45.43853554795594,0.6106440174701337,1.1308793204367897
BTCUSDT,full,1D,0.9,previous_extreme_target_stop,skip,commission=0.0012;slippage=0.0006,none,both,2410,2019-09-08,2026-04-13,0.0006223069315476266,-99.99999377693068,-99.99999377693068,593.4552134746908,False,953,474,479,0.4197271773347324,0.00027244376725895963,-1.7167861366968828,0.11146648874377907,-1.7244921540854634,-1.7167861366968828,-1.0,3x,5,0,-99.9999982358814,-99.9999982358814,4178,0.6587954812196382,-1.0,0.0005456638658700151
BTCUSDT,full,1D,0.9,atr_stop_time_exit,skip,commission=0.0012;slippage=0.0006,none,both,2410,2019-09-08,2026-04-13,23402.48365491762,134.0248365491762,-64.03573850839133,593.4552134746908,False,569,295,274,46.22144112478031,1.1662380450495966,0.28707933587884077,4.357277632081921,-3.2111629905963555,0.28707933587884077,2.092969327301713,3x,5,3,20.473117003415886,-74.38903943331105,2611,46.14654877568701,0.36658001258624917,1.1238789495380346
ETHUSDT,full,1D,0.9,close_exit,skip,commission=0.0012;slippage=0.0006,none,both,2344,2019-11-27,2026-04-27,36156.35048658924,261.56350486589236,-39.37373221034307,1405.9205350118016,False,862,417,445,44.08352668213457,1.2194977538250953,0.2274213920970537,2.8661961426999656,-1.852940444477856,0.2274213920970537,6.643096556571346,3x,5,3,70.18013054531252,-63.381866070582326,4178,43.143502849899996,1.594388777931803,1.098458425300253
ETHUSDT,full,1D,0.9,next_bar_close_exit,skip,commission=0.0012;slippage=0.0006,none,both,2344,2019-11-27,2026-04-27,19093.56791282342,90.9356791282342,-73.48826988157678,1405.9205350118016,False,689,341,348,47.16981132075472,1.1530329430038901,0.278076414106385,4.44177750795313,-3.4395138482567806,0.278076414106385,1.2374176079362484,3x,5,4,48.23981190286726,-77.95105371966334,3322,45.43853554795594,0.6106440174701337,1.1308793204367897
ETHUSDT,full,1D,0.9,previous_extreme_target_stop,skip,commission=0.0012;slippage=0.0006,none,both,2344,2019-11-27,2026-04-27,4.876999340835941e-05,-99.99999951230006,-99.99999951230006,1405.9205350118016,False,862,417,445,0.8120649651972157,0.000746821825780269,-2.18153572996384,0.20077656493369656,-2.2010400411501356,-2.18153572996384,-1.0,3x,5,0,-99.9999982358814,-99.9999982358814,4178,0.6587954812196382,-1.0,0.0005456638658700151
ETHUSDT,full,1D,0.9,atr_stop_time_exit,skip,commission=0.0012;slippage=0.0006,none,both,2344,2019-11-27,2026-04-27,13754.277847526228,37.54277847526228,-72.9487588016411,1405.9205350118016,False,549,270,279,46.994535519125684,1.1209787100774349,0.27934639235953146,5.507875569064609,-4.356256795234661,0.27934639235953146,0.5146458842068427,3x,5,3,20.473117003415886,-74.38903943331105,2611,46.14654877568701,0.36658001258624917,1.1238789495380346
SOLUSDT,full,1D,0.9,close_exit,skip,commission=0.0012;slippage=0.0006,none,both,2052,2020-09-14,2026-04-27,3709.5736641390495,-62.904263358609505,-70.05770817696835,2493.307002235082,False,737,373,364,45.99728629579376,0.9711685352176284,-0.04297403506834156,3.1470367868892333,-2.760093805529693,-0.04297403506834156,-0.8978921091696437,3x,5,3,70.18013054531252,-63.381866070582326,4178,43.143502849899996,1.594388777931803,1.098458425300253
SOLUSDT,full,1D,0.9,next_bar_close_exit,skip,commission=0.0012;slippage=0.0006,none,both,2052,2020-09-14,2026-04-27,22950.790616292496,129.50790616292497,-78.83488223544161,2493.307002235082,False,597,303,294,48.91122278056951,1.1747077612643213,0.4170065791898775,5.732605105963,-4.672025452999473,0.4170065791898775,1.6427741437622445,3x,5,4,48.23981190286726,-77.95105371966334,3322,45.43853554795594,0.6106440174701337,1.1308793204367897
SOLUSDT,full,1D,0.9,previous_extreme_target_stop,skip,commission=0.0012;slippage=0.0006,none,both,2052,2020-09-14,2026-04-27,9.516522253823865e-08,-99.99999999904836,-99.99999999904836,2493.307002235082,False,737,373,364,0.9497964721845319,0.0010284108474669983,-3.331680575566256,0.3611156551685192,-3.3670909503815207,-3.331680575566256,-1.0,3x,5,0,-99.9999982358814,-99.9999982358814,4178,0.6587954812196382,-1.0,0.0005456638658700151
SOLUSDT,full,1D,0.9,atr_stop_time_exit,skip,commission=0.0012;slippage=0.0006,none,both,2052,2020-09-14,2026-04-27,6478.126537314613,-35.218734626853866,-79.09115151719863,2493.307002235082,False,466,235,231,48.497854077253216,1.1345428768353083,0.45298010805280237,7.876201391993692,-6.5372199343248685,0.45298010805280237,-0.4452929809625472,3x,5,3,20.473117003415886,-74.38903943331105,2611,46.14654877568701,0.36658001258624917,1.1238789495380346
XRPUSDT,full,1D,0.9,close_exit,skip,commission=0.0012;slippage=0.0006,none,both,2304,2020-01-06,2026-04-27,23280.667678968744,132.80667678968743,-68.88819551621292,524.7978436657683,False,820,374,446,40.487804878048784,1.1767030926932518,0.2283402427742013,3.7556141904895415,-2.1713625249337767,0.2283402427742013,1.9278582606860595,3x,5,3,70.18013054531252,-63.381866070582326,4178,43.143502849899996,1.594388777931803,1.098458425300253
XRPUSDT,full,1D,0.9,next_bar_close_exit,skip,commission=0.0012;slippage=0.0006,none,both,2304,2020-01-06,2026-04-27,13269.097656860708,32.69097656860707,-97.09160345935112,524.7978436657683,False,657,298,359,42.16133942161339,1.1539690179418987,0.3280841032389472,5.832189109344497,-3.6841187564748346,0.3280841032389472,0.33670240683885344,3x,5,4,48.23981190286726,-77.95105371966334,3322,45.43853554795594,0.6106440174701337,1.1308793204367897
XRPUSDT,full,1D,0.9,previous_extreme_target_stop,skip,commission=0.0012;slippage=0.0006,none,both,2304,2020-01-06,2026-04-27,3.924385660083511e-06,-99.99999996075614,-99.99999996075614,524.7978436657683,False,820,374,446,0.24390243902439024,9.526999393093597e-05,-2.5778132480885576,0.10070077728763915,-2.5843621821359326,-2.5778132480885576,-1.0,3x,5,0,-99.9999982358814,-99.9999982358814,4178,0.6587954812196382,-1.0,0.0005456638658700151
XRPUSDT,full,1D,0.9,atr_stop_time_exit,skip,commission=0.0012;slippage=0.0006,none,both,2304,2020-01-06,2026-04-27,5556.977540493644,-44.430224595063564,-90.71693744050549,524.7978436657683,False,521,239,282,43.7619961612284,1.0833083687731575,0.21425005060598956,6.366302590973409,-4.573012677051933,0.21425005060598956,-0.48976768670351173,3x,5,3,20.473117003415886,-74.38903943331105,2611,46.14654877568701,0.36658001258624917,1.1238789495380346
