path,size_bytes,last_commit_iso,referenced_by_count
docs/MIGRATION_MAP.md,142404,2026-05-31T17:52:41+03:00,5
docs/MIGRATION_PLAN.md,3095,2026-05-31T17:52:41+03:00,5
docs/PHASE0_SUMMARY.md,2648,2026-05-31T17:52:41+03:00,4
docs/superpowers/specs/2026-06-04-mtc-engine-validation-step-design.md,8785,2026-06-06T23:22:12+03:00,1
GEMINI.md,192,2026-05-31T17:52:41+03:00,42
IBKR_PAPER_BRIDGE/bridge/__init__.py,36,2026-07-06T20:28:10+03:00,26
IBKR_PAPER_BRIDGE/bridge/api/__init__.py,65,2026-07-06T20:28:10+03:00,26
IBKR_PAPER_BRIDGE/bridge/api/routes.py,10339,2026-07-27T17:34:49+03:00,36
IBKR_PAPER_BRIDGE/bridge/api/ws.py,1606,2026-07-12T20:36:18+03:00,8
IBKR_PAPER_BRIDGE/bridge/app.py,9563,2026-07-27T15:40:19+03:00,80
IBKR_PAPER_BRIDGE/bridge/broker/__init__.py,73,2026-07-06T20:28:10+03:00,26
IBKR_PAPER_BRIDGE/bridge/broker/base.py,11699,2026-07-28T18:13:48+03:00,21
IBKR_PAPER_BRIDGE/bridge/broker/hyperliquid.py,102732,2026-07-28T18:13:48+03:00,33
IBKR_PAPER_BRIDGE/bridge/broker/mock.py,47590,2026-07-28T18:13:48+03:00,12
IBKR_PAPER_BRIDGE/bridge/engine/__init__.py,80,2026-07-06T20:28:10+03:00,26
IBKR_PAPER_BRIDGE/bridge/engine/bars.py,9469,2026-07-15T13:01:18+03:00,23
IBKR_PAPER_BRIDGE/bridge/engine/engine.py,57815,2026-07-31T18:41:58+03:00,69
IBKR_PAPER_BRIDGE/bridge/engine/llm_gate.py,5080,2026-07-06T20:41:15+03:00,9
IBKR_PAPER_BRIDGE/bridge/engine/notify.py,2004,2026-07-12T23:41:15+03:00,8
IBKR_PAPER_BRIDGE/bridge/engine/orders.py,243687,2026-08-01T20:09:01+03:00,57
IBKR_PAPER_BRIDGE/bridge/engine/reconcile.py,71179,2026-07-28T13:13:27+03:00,6
IBKR_PAPER_BRIDGE/bridge/engine/risk.py,29512,2026-07-27T15:40:19+03:00,28
IBKR_PAPER_BRIDGE/bridge/engine/strategies/__init__.py,32,2026-07-06T20:28:10+03:00,26
IBKR_PAPER_BRIDGE/bridge/engine/strategies/keltner_trail_ema8.py,2841,2026-07-13T18:04:40+03:00,9
IBKR_PAPER_BRIDGE/bridge/engine/strategy_base.py,462,2026-07-06T20:28:10+03:00,5
IBKR_PAPER_BRIDGE/bridge/engine/types.py,66793,2026-07-28T13:13:27+03:00,45
IBKR_PAPER_BRIDGE/bridge/engine/window.py,7553,2026-07-20T10:48:40+03:00,18
IBKR_PAPER_BRIDGE/bridge/settings.py,5284,2026-07-12T23:41:15+03:00,19
IBKR_PAPER_BRIDGE/bridge/static/app.css,11758,2026-08-17T03:47:03+03:00,14
IBKR_PAPER_BRIDGE/bridge/static/app.js,21714,2026-08-17T03:47:03+03:00,96
IBKR_PAPER_BRIDGE/bridge/static/help_map.json,112023,2026-08-24T12:48:19+03:00,9
IBKR_PAPER_BRIDGE/bridge/static/index.html,6216,2026-08-17T03:47:03+03:00,69
IBKR_PAPER_BRIDGE/bridge/store/__init__.py,46,2026-07-06T20:28:10+03:00,26
IBKR_PAPER_BRIDGE/bridge/store/db.py,429968,2026-08-01T18:55:58+03:00,68
IBKR_PAPER_BRIDGE/config/bridge.yaml,1419,2026-07-27T15:40:19+03:00,40
IBKR_PAPER_BRIDGE/config/strategies/keltner_trail_ema8.yaml,381,2026-07-13T18:46:31+03:00,14
IBKR_PAPER_BRIDGE/dashboard_v2_prototype/app.css,12344,2026-08-17T23:41:37+03:00,14
IBKR_PAPER_BRIDGE/dashboard_v2_prototype/app.js,29826,2026-08-17T23:41:37+03:00,96
IBKR_PAPER_BRIDGE/dashboard_v2_prototype/fixtures/build_data_js.py,1619,2026-08-17T23:41:37+03:00,2
IBKR_PAPER_BRIDGE/dashboard_v2_prototype/fixtures/data.js,21270,2026-08-17T23:41:37+03:00,14
IBKR_PAPER_BRIDGE/dashboard_v2_prototype/fixtures/intents.json,9170,2026-08-17T23:41:37+03:00,6
IBKR_PAPER_BRIDGE/dashboard_v2_prototype/fixtures/market_context.json,1736,2026-08-17T23:41:37+03:00,3
IBKR_PAPER_BRIDGE/dashboard_v2_prototype/fixtures/workers.json,8985,2026-08-17T23:41:37+03:00,3
IBKR_PAPER_BRIDGE/dashboard_v2_prototype/index.html,6947,2026-08-17T23:41:37+03:00,69
IBKR_PAPER_BRIDGE/dashboard_v2_prototype/README.md,5973,2026-08-17T23:41:37+03:00,169
IBKR_PAPER_BRIDGE/deploy/linux/COMMANDS.md,9566,2026-07-26T21:28:59+03:00,11
IBKR_PAPER_BRIDGE/deploy/linux/env/mtc-bridge.env.template,2254,2026-07-26T21:28:59+03:00,15
IBKR_PAPER_BRIDGE/deploy/linux/install.sh,19908,2026-07-26T21:28:59+03:00,43
IBKR_PAPER_BRIDGE/deploy/linux/lib/common.sh,8153,2026-07-26T21:28:59+03:00,59
IBKR_PAPER_BRIDGE/deploy/linux/logrotate/mtc-bridge,899,2026-07-26T21:28:59+03:00,231
IBKR_PAPER_BRIDGE/deploy/linux/package.sh,3324,2026-07-26T21:28:59+03:00,37
IBKR_PAPER_BRIDGE/deploy/linux/README.md,9185,2026-08-01T23:30:37+03:00,169
IBKR_PAPER_BRIDGE/deploy/linux/rollback.sh,7931,2026-07-26T21:28:59+03:00,38
IBKR_PAPER_BRIDGE/deploy/linux/SECURITY_BASELINE.md,19114,2026-08-01T23:30:44+03:00,15
IBKR_PAPER_BRIDGE/deploy/linux/systemd/mtc-bridge-first-start.service.template,3489,2026-07-26T21:28:59+03:00,24
IBKR_PAPER_BRIDGE/deploy/linux/systemd/mtc-bridge-steady.service.template,2945,2026-07-26T21:28:59+03:00,13
IBKR_PAPER_BRIDGE/deploy/linux/verify.sh,9846,2026-07-26T21:28:59+03:00,115
IBKR_PAPER_BRIDGE/deploy/linux/verify_lock.py,3735,2026-07-26T21:28:59+03:00,44
IBKR_PAPER_BRIDGE/docs/00_PREREG.md,7324,2026-07-12T23:20:49+03:00,14
IBKR_PAPER_BRIDGE/docs/01_ARCHITECTURE.md,55979,2026-07-27T17:34:49+03:00,25
IBKR_PAPER_BRIDGE/docs/02_BUILD_PLAN_1DAY.md,6885,2026-07-06T20:12:22+03:00,10
IBKR_PAPER_BRIDGE/docs/03_STATUS.md,9259,2026-07-16T13:29:49+03:00,24
IBKR_PAPER_BRIDGE/docs/04_AUDIT_PROMPT.md,6285,2026-07-05T22:27:02+03:00,2
IBKR_PAPER_BRIDGE/docs/05_AUDIT_RESOLUTION.md,11917,2026-07-06T20:12:22+03:00,10
IBKR_PAPER_BRIDGE/docs/06_HYPERLIQUID_SETUP.md,4821,2026-07-06T20:12:22+03:00,9
IBKR_PAPER_BRIDGE/docs/07_BROKER_DECISION.md,5396,2026-07-06T20:12:22+03:00,10
IBKR_PAPER_BRIDGE/docs/08_CODEX_BUILD_PROMPT.md,8990,2026-07-06T20:18:20+03:00,1
IBKR_PAPER_BRIDGE/docs/09_CODEX_FIX_PROMPT.md,12065,2026-07-07T08:29:15+03:00,4
IBKR_PAPER_BRIDGE/docs/10_CODEX_P1_BUILD_PROMPT.md,13891,2026-07-12T20:14:45+03:00,3
IBKR_PAPER_BRIDGE/docs/11_P1_BUILD_REPORT.md,8352,2026-07-12T20:56:34+03:00,4
IBKR_PAPER_BRIDGE/docs/12_GOLDEN_REGEN_ATTEMPT.md,1708,2026-07-12T20:50:21+03:00,4
IBKR_PAPER_BRIDGE/docs/13_CODEX_P0_RETRY_PROMPT.md,6737,2026-07-12T21:13:21+03:00,3
IBKR_PAPER_BRIDGE/docs/14_P0_SMOKE_REPORT.md,27350,2026-07-12T23:20:49+03:00,7
IBKR_PAPER_BRIDGE/docs/15_CODEX_P0_CARDINALITY_PROMPT.md,7690,2026-07-12T22:09:05+03:00,1
IBKR_PAPER_BRIDGE/docs/16_GO_LIVE_PLAN.md,16358,2026-07-13T16:04:32+03:00,6
IBKR_PAPER_BRIDGE/docs/17_DEPLOYMENT.md,6548,2026-07-26T21:28:59+03:00,6
IBKR_PAPER_BRIDGE/docs/18_GOLDEN_REPORT.md,7750,2026-07-13T18:46:31+03:00,8
IBKR_PAPER_BRIDGE/docs/19_P2_RECONNECT_INCIDENT_2026-07-13.md,8839,2026-07-13T18:43:51+03:00,9
IBKR_PAPER_BRIDGE/docs/20_INTERIM_TSP1007_RISK_WIRING.md,12688,2026-07-27T11:37:23+03:00,11
IBKR_PAPER_BRIDGE/docs/21_WINDOW_STATE_CONTRACT.md,3033,2026-07-20T14:41:59+03:00,16
IBKR_PAPER_BRIDGE/docs/22_ORDER_STATE_CONTRACT.md,22620,2026-07-26T14:43:12+03:00,22
IBKR_PAPER_BRIDGE/docs/23_ORDER_IDENTITY_CONTRACT.md,8874,2026-07-26T00:51:29+03:00,9
IBKR_PAPER_BRIDGE/docs/24_UNKNOWN_SUBMISSION_CONTRACT.md,5997,2026-07-26T09:30:00+03:00,2
IBKR_PAPER_BRIDGE/docs/25_PARTIAL_FILL_PROTECTION_CONTRACT.md,21926,2026-07-26T14:43:12+03:00,9
IBKR_PAPER_BRIDGE/docs/26_FULL_RECONCILIATION_CONTRACT.md,28211,2026-07-26T23:38:08+03:00,9
IBKR_PAPER_BRIDGE/docs/27_AUTHORITATIVE_RISK_SNAPSHOT_CONTRACT.md,5363,2026-07-27T15:40:19+03:00,12
IBKR_PAPER_BRIDGE/docs/28_FULL_TSP1007_RISK_CONTROLS.md,2303,2026-07-27T11:37:23+03:00,4
IBKR_PAPER_BRIDGE/docs/29_TSP1008_EXPOSURE_LEVERAGE_LIQUIDATION.md,1323,2026-07-27T15:40:19+03:00,5
IBKR_PAPER_BRIDGE/docs/30_TSP1009_KILL_EVIDENCE_RECOVERY.md,7702,2026-07-27T17:34:49+03:00,4
IBKR_PAPER_BRIDGE/docs/30_V2_BACKEND_AND_DASHBOARD_DESIGN_DECISIONS.md,83968,2026-08-18T16:32:24+03:00,22
IBKR_PAPER_BRIDGE/docs/31_HELP_SYSTEM_MAP_INDEX.md,10216,2026-08-17T03:47:03+03:00,5
IBKR_PAPER_BRIDGE/docs/31_KILL_EVIDENCE_EPOCH_CONTRACT.md,21326,2026-08-01T18:55:58+03:00,11
IBKR_PAPER_BRIDGE/docs/audits/AUDIT_Claude-Opus-4.8_2026-07-05.md,23907,2026-07-05T22:46:14+03:00,1
IBKR_PAPER_BRIDGE/docs/audits/AUDIT_Codex-GPT5_2026-07-05.md,16268,2026-07-05T22:43:51+03:00,1
IBKR_PAPER_BRIDGE/docs/audits/AUDIT_Cursor-Composer_2026-07-05.md,18156,2026-07-05T22:45:09+03:00,1
IBKR_PAPER_BRIDGE/docs/audits/AUDIT_DeepSeek_V4_Pro_2026-07-05.md,36347,2026-07-05T22:46:21+03:00,1
IBKR_PAPER_BRIDGE/docs/audits/AUDIT_Gemini_3_1_Pro_2026-07-05.md,9902,2026-07-05T22:44:14+03:00,1
IBKR_PAPER_BRIDGE/docs/audits/AUDIT_GitHub-Copilot_2026-07-05.md,13695,2026-07-05T22:45:46+03:00,1
IBKR_PAPER_BRIDGE/docs/audits/AUDIT_Kimi-K1_2026-07-06.md,29250,2026-07-05T22:45:00+03:00,1
IBKR_PAPER_BRIDGE/docs/fill_smoke_log.json,3258,2026-07-13T00:05:56+03:00,3
IBKR_PAPER_BRIDGE/docs/p0_smoke_log.json,4365,2026-07-12T23:20:49+03:00,13
IBKR_PAPER_BRIDGE/docs/RELEASE_EVIDENCE_CONTRACT.md,5190,2026-07-20T14:41:59+03:00,19
IBKR_PAPER_BRIDGE/docs/RUNTIME_BASELINE_CONTRACT.md,7116,2026-07-20T14:41:59+03:00,25
IBKR_PAPER_BRIDGE/docs/screenshots/overview.png,93369,2026-07-12T20:56:16+03:00,4
IBKR_PAPER_BRIDGE/docs/screenshots/trading.png,38520,2026-07-12T20:45:26+03:00,5
IBKR_PAPER_BRIDGE/docs/user_events_probe.json,3996,2026-07-13T00:05:56+03:00,5
IBKR_PAPER_BRIDGE/README.md,4290,2026-07-27T17:34:49+03:00,169
IBKR_PAPER_BRIDGE/requirements.in,1397,2026-07-26T21:28:59+03:00,17
IBKR_PAPER_BRIDGE/requirements.lock,117762,2026-07-26T21:28:59+03:00,38
IBKR_PAPER_BRIDGE/requirements.txt,121,2026-07-06T20:28:10+03:00,35
IBKR_PAPER_BRIDGE/tests/conftest.py,640,2026-07-13T18:54:52+03:00,7
IBKR_PAPER_BRIDGE/tests/fixtures/BTC_1h.csv,142830,2026-07-06T20:33:43+03:00,12
IBKR_PAPER_BRIDGE/tests/fixtures/BTC_1h_real.csv,3655693,2026-07-13T18:46:31+03:00,6
IBKR_PAPER_BRIDGE/tests/fixtures/golden_signals.json,124652,2026-07-13T18:46:31+03:00,12
IBKR_PAPER_BRIDGE/tests/test_api.py,6444,2026-07-27T16:48:01+03:00,4
IBKR_PAPER_BRIDGE/tests/test_bars.py,9595,2026-07-16T13:23:36+03:00,4
IBKR_PAPER_BRIDGE/tests/test_dashboard_static.py,30787,2026-08-17T03:47:03+03:00,10
IBKR_PAPER_BRIDGE/tests/test_deployment_wrapper.py,369,2026-07-13T15:45:19+03:00,3
IBKR_PAPER_BRIDGE/tests/test_engine_dryrun.py,166289,2026-08-01T20:09:01+03:00,19
IBKR_PAPER_BRIDGE/tests/test_golden_generation.py,2712,2026-07-13T18:46:31+03:00,3
IBKR_PAPER_BRIDGE/tests/test_hyperliquid_broker.py,105221,2026-07-28T18:13:48+03:00,14
IBKR_PAPER_BRIDGE/tests/test_interim_risk_wiring.py,35010,2026-07-18T23:23:42+03:00,18
IBKR_PAPER_BRIDGE/tests/test_linux_deployment.py,20235,2026-07-26T21:28:59+03:00,25
IBKR_PAPER_BRIDGE/tests/test_llm_gate.py,2646,2026-07-06T20:41:15+03:00,3
IBKR_PAPER_BRIDGE/tests/test_mock_broker.py,15561,2026-07-28T16:07:00+03:00,3
IBKR_PAPER_BRIDGE/tests/test_order_identity.py,137717,2026-07-26T09:30:00+03:00,4
IBKR_PAPER_BRIDGE/tests/test_order_lifecycle.py,9824,2026-07-12T23:38:19+03:00,4
IBKR_PAPER_BRIDGE/tests/test_order_state.py,28333,2026-07-26T14:43:12+03:00,41
IBKR_PAPER_BRIDGE/tests/test_p1_failure_drills.py,13778,2026-07-27T17:34:49+03:00,7
IBKR_PAPER_BRIDGE/tests/test_partial_fill_protection.py,127020,2026-07-27T19:59:22+03:00,8
IBKR_PAPER_BRIDGE/tests/test_reconciliation.py,59179,2026-07-28T13:13:27+03:00,6
IBKR_PAPER_BRIDGE/tests/test_release_evidence.py,9276,2026-07-20T10:48:40+03:00,9
IBKR_PAPER_BRIDGE/tests/test_risk.py,36186,2026-07-27T15:40:19+03:00,10
IBKR_PAPER_BRIDGE/tests/test_runtime_baseline.py,12625,2026-07-20T10:48:40+03:00,14
IBKR_PAPER_BRIDGE/tests/test_scaffold.py,88,2026-07-06T20:28:10+03:00,1
IBKR_PAPER_BRIDGE/tests/test_smoke_p0.py,7584,2026-07-12T23:02:37+03:00,3
IBKR_PAPER_BRIDGE/tests/test_store.py,134088,2026-08-01T18:55:58+03:00,19
IBKR_PAPER_BRIDGE/tests/test_strategy.py,3762,2026-07-13T18:46:31+03:00,6
IBKR_PAPER_BRIDGE/tests/test_task11_polish.py,5601,2026-07-16T13:23:36+03:00,5
IBKR_PAPER_BRIDGE/tests/test_unknown_submission.py,34308,2026-07-26T09:30:00+03:00,2
IBKR_PAPER_BRIDGE/tests/test_wal_state_bundle.py,30436,2026-07-26T21:28:59+03:00,23
IBKR_PAPER_BRIDGE/tests/test_window_state.py,10352,2026-07-20T10:48:40+03:00,10
IBKR_PAPER_BRIDGE/tools/check_runtime_baseline.py,14189,2026-07-20T10:48:40+03:00,23
IBKR_PAPER_BRIDGE/tools/generate_golden.py,9389,2026-07-13T18:46:31+03:00,7
IBKR_PAPER_BRIDGE/tools/probe_user_events.py,2262,2026-07-12T23:44:48+03:00,2
IBKR_PAPER_BRIDGE/tools/release_evidence.py,12330,2026-07-20T10:48:40+03:00,18
IBKR_PAPER_BRIDGE/tools/run_bridge_p2.ps1,771,2026-07-13T15:45:19+03:00,15
IBKR_PAPER_BRIDGE/tools/smoke_fill.py,9430,2026-07-13T00:05:56+03:00,2
IBKR_PAPER_BRIDGE/tools/smoke_p0.py,14190,2026-07-12T23:17:25+03:00,17
IBKR_PAPER_BRIDGE/tools/wal_state_bundle.py,41831,2026-07-26T21:28:59+03:00,51
IBKR_PAPER_BRIDGE/tools_v2/analysis_package/fixtures/sample_config.json,233,2026-08-17T23:50:01+03:00,1
IBKR_PAPER_BRIDGE/tools_v2/analysis_package/fixtures/src/app_config.txt,392,2026-08-17T23:50:01+03:00,3
IBKR_PAPER_BRIDGE/tools_v2/analysis_package/fixtures/src/hex_addresses.log,520,2026-08-17T23:50:01+03:00,3
IBKR_PAPER_BRIDGE/tools_v2/analysis_package/fixtures/src/notes_with_creds.md,472,2026-08-17T23:50:01+03:00,3
IBKR_PAPER_BRIDGE/tools_v2/analysis_package/fixtures/src/sample_settings.txt,214,2026-08-17T23:50:01+03:00,3
IBKR_PAPER_BRIDGE/tools_v2/analysis_package/generate_analysis_package.py,24655,2026-08-17T23:50:01+03:00,2
IBKR_PAPER_BRIDGE/tools_v2/analysis_package/README.md,6175,2026-08-17T23:50:01+03:00,168
IBKR_PAPER_BRIDGE/tools_v2/analysis_package/tests/test_generator.py,7765,2026-08-17T23:50:01+03:00,1
IBKR_PAPER_BRIDGE/tools_v2/observability/CHAOS_DRILLS_DESIGN.md,9064,2026-08-17T23:42:12+03:00,3
IBKR_PAPER_BRIDGE/tools_v2/observability/export_audit_pack.py,19729,2026-08-17T23:42:12+03:00,4
IBKR_PAPER_BRIDGE/tools_v2/observability/fixtures/build_fixture_store.py,18249,2026-08-17T23:42:12+03:00,4
IBKR_PAPER_BRIDGE/tools_v2/observability/readiness_checklist.html,25395,2026-08-17T23:42:12+03:00,2
IBKR_PAPER_BRIDGE/tools_v2/observability/README.md,4217,2026-08-17T23:42:12+03:00,169
IBKR_PAPER_BRIDGE/tools_v2/observability/tests/test_export_audit_pack.py,11286,2026-08-17T23:42:12+03:00,2
mtc_cli/__init__.py,0,2026-06-02T00:10:17+03:00,26
mtc_cli/__main__.py,1461,2026-06-02T00:10:17+03:00,8
mtc_cli/commands/__init__.py,0,2026-06-02T00:10:17+03:00,26
mtc_cli/commands/audit.py,3837,2026-06-02T00:10:17+03:00,85
mtc_cli/contract.py,2116,2026-06-02T00:10:17+03:00,12
mtc_cli/tests/__init__.py,0,2026-06-02T00:10:17+03:00,26
mtc_cli/tests/test_audit.py,3697,2026-06-02T00:10:17+03:00,1
MTC_COMMAND_CENTER/.gitignore,453,2026-05-31T17:52:41+03:00,46
MTC_COMMAND_CENTER/00_AGENT_PROTOCOLS/AGENT_HANDOFF_BUNDLE_PROTOCOL.md,1350,2026-06-21T12:24:52+03:00,4
MTC_COMMAND_CENTER/00_AGENT_PROTOCOLS/CHATGPT_WEB_MENTOR_WORKFLOW.md,1768,2026-06-21T12:24:52+03:00,4
MTC_COMMAND_CENTER/00_AGENT_PROTOCOLS/CLEAN_WORKTREE_AND_PUSH_PROTOCOL.md,1393,2026-06-21T12:24:52+03:00,5
MTC_COMMAND_CENTER/00_AGENT_PROTOCOLS/EXECUTION_ARCHITECTURE_DECISION.md,3701,2026-07-02T20:40:14+03:00,6
