run_order,pack,case_id,case_json,tv_preset_name,enabled,expected_trade_behavior,primary_change,ui_actions,depends_on,parent_required,canonical_config_hash,semantic_fingerprint,symbol,timeframe,start_date,end_date,notes
21,core,parity_core_015_exit_on_htf_trend_filter_block_v01,cases/parity_core_015_exit_on_htf_trend_filter_block_v01.json,parity_core_015_exit_on_htf_trend_filter_block_v01,1,NORMAL,Exit on HTF Trend Filter Block=Off,Set in TV UI: Exit if Selected Filters Block While In Position=On; Use HTF Trend Filter=On; Exit on HTF Trend Filter Block=Off,"9,84",9=On; 84=On,a7d2f172ef5c079014910387e0554631a21e9e99369498cacb5b0b73d9ee1b12,core:15:1:a7d2f172ef5c0790,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=15; source_value_idx=1; mapped_target=yes
23,core,parity_core_016_exit_on_volume_filter_block_v01,cases/parity_core_016_exit_on_volume_filter_block_v01.json,parity_core_016_exit_on_volume_filter_block_v01,1,NORMAL,Exit on Volume Filter Block=Off,Set in TV UI: Exit if Selected Filters Block While In Position=On; Use Volume Participation Filter=On; Exit on Volume Filter Block=Off,"9,87",9=On; 87=On,c2e6209aa7832d49d5c6d84b1ffcdfcbf896367f96987cc4fd78c58805eff232,core:16:1:c2e6209aa7832d49,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=16; source_value_idx=1; mapped_target=yes
25,core,parity_core_017_exit_on_atr_vol_filter_block_v01,cases/parity_core_017_exit_on_atr_vol_filter_block_v01.json,parity_core_017_exit_on_atr_vol_filter_block_v01,1,NORMAL,Exit on ATR Vol Filter Block=Off,Set in TV UI: Exit if Selected Filters Block While In Position=On; Use ATR Volatility Floor=On; Exit on ATR Vol Filter Block=Off,"9,114",9=On; 114=On,e172182c54d177d5a132fa653b7c74803ce5a9cb4d6c5bc053f05cbba8a752b7,core:17:1:e172182c54d177d5,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=17; source_value_idx=1; mapped_target=yes
27,core,parity_core_018_exit_on_range_filter_block_v01,cases/parity_core_018_exit_on_range_filter_block_v01.json,parity_core_018_exit_on_range_filter_block_v01,1,NORMAL,Exit on Range Filter Block=Off,Set in TV UI: Exit if Selected Filters Block While In Position=On; Use Range Filters (Entry Pause)=On; Use ADX Range Filter=On; Exit on Range Filter Block=Off,"9,101,105",9=On; 101=On; 105=On,c8dfa59b074dfe877d8d7aa70c4d7e86d1610cbc800875fda3c2279078c5c89d,core:18:1:c8dfa59b074dfe87,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=18; source_value_idx=1; mapped_target=yes
29,core,parity_core_019_use_time_stop_position_duration_exit_v01,cases/parity_core_019_use_time_stop_position_duration_exit_v01.json,parity_core_019_use_time_stop_position_duration_exit_v01,1,NORMAL,Use Time Stop (Position Duration Exit)=Off,Set in TV UI: Use Time Stop (Position Duration Exit)=Off,,,491c31689451b417bfc7fd574337103246580f6e5344b909994a16369f584018,core:19:1:491c31689451b417,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=19; source_value_idx=1; mapped_target=yes
31,core,parity_core_020_time_stop_bars_v01,cases/parity_core_020_time_stop_bars_v01.json,parity_core_020_time_stop_bars_v01,1,NORMAL,Time Stop Bars=50,Set in TV UI: Use Time Stop (Position Duration Exit)=On; Time Stop Bars=50,19,19=On,a05fe090a5e5ba3c37898ff3249fefa08a1db63edb818575d8d5f2faa0740184,core:20:1:a05fe090a5e5ba3c,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=20; source_value_idx=1; mapped_target=yes
34,core,parity_core_021_exit_at_end_of_day_v01,cases/parity_core_021_exit_at_end_of_day_v01.json,parity_core_021_exit_at_end_of_day_v01,1,NORMAL,Exit at End of Day=Off,Set in TV UI: Use Time Stop (Position Duration Exit)=On; Exit at End of Day=Off,19,19=On,de617e9f204c1e8e637f1d31c16bb6ea7d4f8848db1ac35c7fd262a388cb210f,core:21:1:de617e9f204c1e8e,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=21; source_value_idx=1; mapped_target=yes
36,core,parity_core_022_exit_at_end_of_week_v01,cases/parity_core_022_exit_at_end_of_week_v01.json,parity_core_022_exit_at_end_of_week_v01,1,NORMAL,Exit at End of Week=Off,Set in TV UI: Use Time Stop (Position Duration Exit)=On; Exit at End of Week=Off,19,19=On,af96d8b3ec2ca784b903fd3aafc3bd0075779ca163630aee4ea3c0a2c109f9ae,core:22:1:af96d8b3ec2ca784,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=22; source_value_idx=1; mapped_target=yes
38,core,parity_core_023_time_stop_condition_v01,cases/parity_core_023_time_stop_condition_v01.json,parity_core_023_time_stop_condition_v01,1,NORMAL,Time Stop Condition=Always,Set in TV UI: Use Time Stop (Position Duration Exit)=On; Time Stop Condition=Always,19,19=On,c7455ba0204dd02f0c1a0ff42bc8034fa5fdc393ff764434ced6d4062b8f6019,core:23:1:c7455ba0204dd02f,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=23; source_value_idx=1; mapped_target=yes
41,core,parity_core_024_signal_mode_max_entries_v01,cases/parity_core_024_signal_mode_max_entries_v01.json,parity_core_024_signal_mode_max_entries_v01,1,NORMAL,Signal Mode Max Entries=1,Set in TV UI: Signal Mode Max Entries=1,,,d329b1cdbf66d78cead13ded2e2e2df0711ff1ee89cba52cbb91b74c6c88f688,core:24:1:d329b1cdbf66d78c,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=24; source_value_idx=1; mapped_target=yes
44,core,parity_core_025_signal_mode_cooldown_bars_v01,cases/parity_core_025_signal_mode_cooldown_bars_v01.json,parity_core_025_signal_mode_cooldown_bars_v01,1,NORMAL,Signal Mode Cooldown Bars=10,Set in TV UI: Signal Mode Max Entries=2; Signal Mode Cooldown Bars=10,24,24=2,a33022bf71362e5f3e9866ac4995a5a4a3a4ad18215defc5dcba01277cf0d847,core:25:1:a33022bf71362e5f,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=25; source_value_idx=1; mapped_target=yes
47,core,parity_core_026_max_pyramid_positions_v01,cases/parity_core_026_max_pyramid_positions_v01.json,parity_core_026_max_pyramid_positions_v01,1,NORMAL,Max Pyramid Positions=1,Set in TV UI: Max Pyramid Positions=1,,,ee9586d94bec4ef747c93fa5353b9703b950bf1a39db39a6b0d940ee315e50a4,core:26:1:ee9586d94bec4ef7,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=26; source_value_idx=1; mapped_target=yes
50,core,parity_core_027_signal_mode_v01,cases/parity_core_027_signal_mode_v01.json,parity_core_027_signal_mode_v01,1,NORMAL,Signal Mode=Range Filter Hybrid (ADX+Chop+BB),Set in TV UI: Signal Mode=Range Filter Hybrid (ADX+Chop+BB),,,9663220d4cf6b1850fa9d899aa4184e0af8262ebe4cb0953920568a9b3f6699c,core:27:1:9663220d4cf6b185,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=27; source_value_idx=1; mapped_target=yes
53,core,parity_core_028_global_heikin_ashi_v01,cases/parity_core_028_global_heikin_ashi_v01.json,parity_core_028_global_heikin_ashi_v01,1,NORMAL,Global Heikin Ashi=Auto,Set in TV UI: Global Heikin Ashi=Auto,,,734f83f499a2b1009e504f4d7a1f77daffbc0700b85a518b184ceb50b3267a63,core:28:1:734f83f499a2b100,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=28; source_value_idx=1; mapped_target=no
56,core,parity_core_029_use_ha_for_supertrend_v01,cases/parity_core_029_use_ha_for_supertrend_v01.json,parity_core_029_use_ha_for_supertrend_v01,1,NORMAL,Use HA for Supertrend=On,Set in TV UI: Signal Mode=Supertrend; Use HA for Supertrend=On,27,27=Supertrend,8690acf8c026d6bf252b065dd251969f629125ce085404ee046e6d25047ce87a,core:29:1:8690acf8c026d6bf,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=29; source_value_idx=1; mapped_target=yes
58,core,parity_core_030_st_use_wicks_v01,cases/parity_core_030_st_use_wicks_v01.json,parity_core_030_st_use_wicks_v01,1,NORMAL,[ST] Use Wicks=On,Set in TV UI: Signal Mode=Supertrend; [ST] Use Wicks=On,27,27=Supertrend,19e7cfe2257a7d8d639e2526985c0867c8f3c6a282c5e506c117ec426846c9b8,core:30:1:19e7cfe2257a7d8d,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=30; source_value_idx=1; mapped_target=yes
60,core,parity_core_031_st_atr_len_v01,cases/parity_core_031_st_atr_len_v01.json,parity_core_031_st_atr_len_v01,1,NORMAL,[ST] ATR Len=21,Set in TV UI: Signal Mode=Supertrend; [ST] ATR Len=21,27,27=Supertrend,21d57cdf1e00d99cbd12dad60c6d0e12eb3925444b22db87af9a32d57d23dd8d,core:31:1:21d57cdf1e00d99c,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=31; source_value_idx=1; mapped_target=yes
63,core,parity_core_032_st_factor_v01,cases/parity_core_032_st_factor_v01.json,parity_core_032_st_factor_v01,1,NORMAL,[ST] Factor=4,Set in TV UI: Signal Mode=Supertrend; [ST] Factor=4,27,27=Supertrend,991f84f17c4758bc8456ee27df711f8879a7e2412bd27acd590526dc51a2f964,core:32:1:991f84f17c4758bc,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=32; source_value_idx=1; mapped_target=yes
66,core,parity_core_033_rf_rsi_length_v01,cases/parity_core_033_rf_rsi_length_v01.json,parity_core_033_rf_rsi_length_v01,1,NORMAL,[RF] RSI Length=14,Set in TV UI: Signal Mode=Range Filter Hybrid (ADX+Chop+BB); [RF] RSI Length=14,27,27=Range Filter Hybrid (ADX+Chop+BB),e09a96e5917f00865d7482a1e5afdd587417e8647dfb0f4417401471094d3250,core:33:1:e09a96e5917f0086,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=33; source_value_idx=1; mapped_target=no
69,core,parity_core_034_rf_use_bb_filter_range_mode_v01,cases/parity_core_034_rf_use_bb_filter_range_mode_v01.json,parity_core_034_rf_use_bb_filter_range_mode_v01,1,NORMAL,[RF] Use BB Filter (range mode)=On,Set in TV UI: Signal Mode=Range Filter Hybrid (ADX+Chop+BB); [RF] Use BB Filter (range mode)=On,27,27=Range Filter Hybrid (ADX+Chop+BB),873050a4575435f241689a6832f3dd5169c119c2d09dcdb36dd520feada0a355,core:34:1:873050a4575435f2,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=34; source_value_idx=1; mapped_target=yes
71,core,parity_core_036_rf_use_strategy_tf_source_v01,cases/parity_core_036_rf_use_strategy_tf_source_v01.json,parity_core_036_rf_use_strategy_tf_source_v01,1,NORMAL,[RF] Use Strategy TF Source=Off,Set in TV UI: Signal Mode=Range Filter Hybrid (ADX+Chop+BB); [RF] Use Strategy TF Source=Off,27,27=Range Filter Hybrid (ADX+Chop+BB),a2d6f395e262f9d3288de9667ba6cb928c23b10530b0863d5ad1b3dbe7ba3497,core:36:1:a2d6f395e262f9d3,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=36; source_value_idx=1; mapped_target=no
73,core,parity_core_037_rf_adx_trend_threshold_v01,cases/parity_core_037_rf_adx_trend_threshold_v01.json,parity_core_037_rf_adx_trend_threshold_v01,1,NORMAL,[RF] ADX Trend Threshold=25,Set in TV UI: Signal Mode=Range Filter Hybrid (ADX+Chop+BB); [RF] ADX Trend Threshold=25,27,27=Range Filter Hybrid (ADX+Chop+BB),88a351fab7a5eeeab2b9dfda65804a3bdb3f787fb19bdfdbd2d1cde264d15642,core:37:1:88a351fab7a5eeea,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=37; source_value_idx=1; mapped_target=no
76,core,parity_core_038_rf_adx_range_threshold_v01,cases/parity_core_038_rf_adx_range_threshold_v01.json,parity_core_038_rf_adx_range_threshold_v01,1,NORMAL,[RF] ADX Range Threshold=20,Set in TV UI: Signal Mode=Range Filter Hybrid (ADX+Chop+BB); [RF] ADX Range Threshold=20,27,27=Range Filter Hybrid (ADX+Chop+BB),8721d5abc3e7240b867e35babef1003a640e5e9e9e180acdb0106ca8677953e4,core:38:1:8721d5abc3e7240b,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=38; source_value_idx=1; mapped_target=no
79,core,parity_core_039_rf_chop_trend_threshold_v01,cases/parity_core_039_rf_chop_trend_threshold_v01.json,parity_core_039_rf_chop_trend_threshold_v01,1,NORMAL,[RF] Chop Trend Threshold=50,Set in TV UI: Signal Mode=Range Filter Hybrid (ADX+Chop+BB); [RF] Chop Trend Threshold=50,27,27=Range Filter Hybrid (ADX+Chop+BB),9ef37dbfd768593dac8129d3a0124bfc50e20980143688047f87c7435fc4d9c1,core:39:1:9ef37dbfd768593d,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=39; source_value_idx=1; mapped_target=no
82,core,parity_core_040_rf_chop_range_threshold_v01,cases/parity_core_040_rf_chop_range_threshold_v01.json,parity_core_040_rf_chop_range_threshold_v01,1,NORMAL,[RF] Chop Range Threshold=62,Set in TV UI: Signal Mode=Range Filter Hybrid (ADX+Chop+BB); [RF] Chop Range Threshold=62,27,27=Range Filter Hybrid (ADX+Chop+BB),1cc2e4e62b36fc0d6ae4e24c291eae66ba134179aae976d6abc75d236107899b,core:40:1:1cc2e4e62b36fc0d,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=40; source_value_idx=1; mapped_target=no
85,core,parity_core_041_rf_rsi_oversold_v01,cases/parity_core_041_rf_rsi_oversold_v01.json,parity_core_041_rf_rsi_oversold_v01,1,NORMAL,[RF] RSI Oversold=30,Set in TV UI: Signal Mode=Range Filter Hybrid (ADX+Chop+BB); [RF] RSI Oversold=30,27,27=Range Filter Hybrid (ADX+Chop+BB),b3a4b6271954f6f136b22e7c215f7846e3357d4553a5356ad1ef25afb892c708,core:41:1:b3a4b6271954f6f1,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=41; source_value_idx=1; mapped_target=no
88,core,parity_core_042_rf_rsi_overbought_v01,cases/parity_core_042_rf_rsi_overbought_v01.json,parity_core_042_rf_rsi_overbought_v01,1,NORMAL,[RF] RSI Overbought=70,Set in TV UI: Signal Mode=Range Filter Hybrid (ADX+Chop+BB); [RF] RSI Overbought=70,27,27=Range Filter Hybrid (ADX+Chop+BB),3a72a4d54aba44b9b622476cdc18eed6aeab58a2ccaa3ef0fbfdfe5bc3f4da18,core:42:1:3a72a4d54aba44b9,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=42; source_value_idx=1; mapped_target=no
91,core,parity_core_043_rf_bb_length_v01,cases/parity_core_043_rf_bb_length_v01.json,parity_core_043_rf_bb_length_v01,1,NORMAL,[RF] BB Length=20,Set in TV UI: Signal Mode=Range Filter Hybrid (ADX+Chop+BB); [RF] BB Length=20,27,27=Range Filter Hybrid (ADX+Chop+BB),395f0a35c6eab01bf41f6502c3fb97671cd8c9d1a9ad1a30df61b976eb6c5f3c,core:43:1:395f0a35c6eab01b,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=43; source_value_idx=1; mapped_target=no
94,core,parity_core_044_rf_bb_multiplier_v01,cases/parity_core_044_rf_bb_multiplier_v01.json,parity_core_044_rf_bb_multiplier_v01,1,NORMAL,[RF] BB Multiplier=2,Set in TV UI: Signal Mode=Range Filter Hybrid (ADX+Chop+BB); [RF] BB Multiplier=2,27,27=Range Filter Hybrid (ADX+Chop+BB),35e7fd3cf15033e579ac51d1fd07a072096292edcd9580e5bd210417b800cd74,core:44:1:35e7fd3cf15033e5,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=44; source_value_idx=1; mapped_target=no
97,core,parity_core_045_risk_per_long_of_equity_v01,cases/parity_core_045_risk_per_long_of_equity_v01.json,parity_core_045_risk_per_long_of_equity_v01,1,NORMAL,Risk per Long (% of equity)=4,Set in TV UI: Risk per Long (% of equity)=4,,,5c14cb5135732e82856ab1ce0e1728e3a8a561917919b564756655ff1c57078f,core:45:1:5c14cb5135732e82,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=45; source_value_idx=1; mapped_target=yes
100,core,parity_core_046_risk_per_short_of_equity_v01,cases/parity_core_046_risk_per_short_of_equity_v01.json,parity_core_046_risk_per_short_of_equity_v01,1,NORMAL,Risk per Short (% of equity)=3,Set in TV UI: Risk per Short (% of equity)=3,,,3b4173350b91a1fd0ac629d997bdac06523d86431a899f574157480a758542dd,core:46:1:3b4173350b91a1fd,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=46; source_value_idx=1; mapped_target=yes
103,core,parity_core_047_fallback_position_size_when_sl_off_of_equi_v01,cases/parity_core_047_fallback_position_size_when_sl_off_of_equi_v01.json,parity_core_047_fallback_position_size_when_sl_off_of_equi_v01,1,NORMAL,Fallback Position Size When SL OFF (% of equity)=5,Set in TV UI: Fallback Position Size When SL OFF (% of equity)=5,,,3ad1691bb21a6d8e193bea85324bfd6e31abcd418171b10256f31b90ad5bc321,core:47:1:3ad1691bb21a6d8e,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=47; source_value_idx=1; mapped_target=yes
106,core,parity_core_048_use_daily_loss_limit_v01,cases/parity_core_048_use_daily_loss_limit_v01.json,parity_core_048_use_daily_loss_limit_v01,1,NORMAL,Use Daily Loss Limit?=Off,Set in TV UI: Use Daily Loss Limit?=Off,,,0369c2dbee2be44648d4e8e8f8dc38ed237fe25fff034255471a81a1a7856eae,core:48:1:0369c2dbee2be446,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=48; source_value_idx=1; mapped_target=yes
108,core,parity_core_049_max_daily_loss_of_equity_v01,cases/parity_core_049_max_daily_loss_of_equity_v01.json,parity_core_049_max_daily_loss_of_equity_v01,1,NORMAL,Max Daily Loss (% of equity)=5,Set in TV UI: Use Daily Loss Limit?=On; Max Daily Loss (% of equity)=5,48,48=On,b2b9ae826b7fdebb4535807749f09f2a73b9ee99613936ffa973baa10488f82b,core:49:1:b2b9ae826b7fdebb,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=49; source_value_idx=1; mapped_target=yes
111,core,parity_core_050_use_max_trades_per_day_v01,cases/parity_core_050_use_max_trades_per_day_v01.json,parity_core_050_use_max_trades_per_day_v01,1,NORMAL,Use Max Trades per Day?=Off,Set in TV UI: Use Max Trades per Day?=Off,,,103ecc3d3c8f8c9331db748f3e6edeb0812eff45f77ad56315a0e59fa61a5705,core:50:1:103ecc3d3c8f8c93,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=50; source_value_idx=1; mapped_target=yes
113,core,parity_core_051_max_trades_per_day_v01,cases/parity_core_051_max_trades_per_day_v01.json,parity_core_051_max_trades_per_day_v01,1,NORMAL,Max Trades per Day=5,Set in TV UI: Use Max Trades per Day?=On; Max Trades per Day=5,50,50=On,4be487f480be22b7064348d0d68cac765ba73927e55a92227ca4f992e68fd63f,core:51:1:4be487f480be22b7,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=51; source_value_idx=1; mapped_target=yes
116,core,parity_core_052_max_leverage_cap_limit_v01,cases/parity_core_052_max_leverage_cap_limit_v01.json,parity_core_052_max_leverage_cap_limit_v01,1,NORMAL,Max Leverage Cap (Limit)=5,Set in TV UI: Max Leverage Cap (Limit)=5,,,9eddf88825b92b47ef710ce634899d83184586db1406a92e4b3925347250ce90,core:52:1:9eddf88825b92b47,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=52; source_value_idx=1; mapped_target=yes
119,core,parity_core_053_risk_equity_source_v01,cases/parity_core_053_risk_equity_source_v01.json,parity_core_053_risk_equity_source_v01,1,NORMAL,Risk Equity Source=Initial,Set in TV UI: Risk Equity Source=Initial,,,8dcbb1e2f10e5c012e810242beb7def8e576255a67800bf232434bea695ad5da,core:53:1:8dcbb1e2f10e5c01,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=53; source_value_idx=1; mapped_target=yes
121,core,parity_core_054_use_notional_hard_assert_v01,cases/parity_core_054_use_notional_hard_assert_v01.json,parity_core_054_use_notional_hard_assert_v01,1,NORMAL,Use Notional Hard Assert=Off,Set in TV UI: Use Notional Hard Assert=Off,,,1f75ebd4222a0a0a2f5cc2b39b30a4480de70b3633aa89742547a4c737f0ff33,core:54:1:1f75ebd4222a0a0a,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=54; source_value_idx=1; mapped_target=yes
123,core,parity_core_055_sl_mode_v01,cases/parity_core_055_sl_mode_v01.json,parity_core_055_sl_mode_v01,1,NORMAL,SL Mode=ATR,Set in TV UI: Use Stop Loss=On; SL Mode=ATR,62,62=On,7c50ff9272a6944863e5addaeeca688993641f9d93f52eba8c812eb158a6886d,core:55:1:7c50ff9272a69448,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=55; source_value_idx=1; mapped_target=yes
