trade_count,assets_tested,net_return_after_costs,profit_factor,win_rate,average_trade,median_trade,expectancy,average_winner,average_loser,max_drawdown,return_over_dd,exposure,average_hold_bars,best_asset,worst_asset,concentration_warning,candidate_id,parameter_set,timeframe
204,17,2835.7997,1.7975,30.3922,2.5415,-3.1948,2.5415,18.848,-4.5783,-71.7088,39.5461,9.7157,9.7157,TRXUSDT,LTCUSDT,False,KELL_WEDGE,"{""base_lb"": 8, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 20, ""max_base"": 12, ""regime"": ""none"", ""slow"": 20}",1D
442,17,65850.1425,1.7776,29.4118,3.3889,-4.7025,3.3889,26.3397,-6.174,-91.4389,720.1544,9.629,9.629,ETHUSDT,LTCUSDT,False,KELL_WEDGE,"{""base_lb"": 3, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 20, ""max_base"": 12, ""regime"": ""none"", ""slow"": 20}",1D
250,17,3133.0125,1.6605,31.2,2.1825,-3.26,2.1825,17.5866,-4.8031,-69.8648,44.8439,9.616,9.616,TRXUSDT,LTCUSDT,False,KELL_WEDGE,"{""base_lb"": 3, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 20, ""max_base"": 8, ""regime"": ""none"", ""slow"": 20}",1D
333,17,3445.1453,1.6547,29.4294,2.5013,-4.0385,2.5013,21.482,-5.414,-97.0166,35.5109,9.7267,9.7267,BNBUSDT,DOGEUSDT,False,KELL_WEDGE,"{""base_lb"": 5, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 20, ""max_base"": 12, ""regime"": ""none"", ""slow"": 20}",1D
278,17,2276.0327,1.6006,36.6906,1.7142,-2.7515,1.7142,12.4505,-4.508,-59.9589,37.9599,5.9209,5.9209,DOGEUSDT,XRPUSDT,False,KELL_WEDGE,"{""base_lb"": 3, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 10, ""max_base"": 8, ""regime"": ""none"", ""slow"": 20}",1D
166,17,429.6546,1.5365,37.9518,1.4975,-2.7475,1.4975,11.3001,-4.4982,-60.8034,7.0663,6.259,6.259,ADAUSDT,LTCUSDT,False,KELL_WEDGE,"{""base_lb"": 8, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 10, ""max_base"": 12, ""regime"": ""ema200"", ""slow"": 20}",1D
187,17,523.2782,1.5349,37.4332,1.6189,-2.8492,1.6189,12.4093,-4.8369,-50.4233,10.3777,5.9893,5.9893,TRXUSDT,XRPUSDT,False,KELL_WEDGE,"{""base_lb"": 3, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 10, ""max_base"": 8, ""regime"": ""ema200"", ""slow"": 20}",1D
344,17,3203.327,1.514,37.5,1.9521,-3.5316,1.9521,15.3332,-6.0765,-71.1026,45.0522,6.1541,6.1541,OPUSDT,LTCUSDT,False,KELL_WEDGE,"{""base_lb"": 3, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 10, ""max_base"": 12, ""regime"": ""ema200"", ""slow"": 20}",1D
250,17,641.9928,1.4342,38.0,1.4206,-2.9603,1.4206,12.3472,-5.2764,-78.022,8.2284,6.248,6.248,BNBUSDT,DOGEUSDT,False,KELL_WEDGE,"{""base_lb"": 5, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 10, ""max_base"": 12, ""regime"": ""ema200"", ""slow"": 20}",1D
231,17,354.58,1.3903,35.0649,1.0979,-2.7857,1.0979,11.1541,-4.3325,-75.9183,4.6705,6.0,6.0,ADAUSDT,LTCUSDT,False,KELL_WEDGE,"{""base_lb"": 8, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 10, ""max_base"": 12, ""regime"": ""none"", ""slow"": 20}",1D
511,17,471.6335,1.2902,34.638,1.1119,-3.6822,1.1119,14.2706,-5.8614,-88.9027,5.305,5.9589,5.9589,OPUSDT,LTCUSDT,False,KELL_WEDGE,"{""base_lb"": 3, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 10, ""max_base"": 12, ""regime"": ""none"", ""slow"": 20}",1D
381,17,268.0208,1.2668,35.1706,0.8994,-3.0774,0.8994,12.1414,-5.1995,-91.4644,2.9303,6.0656,6.0656,ADAUSDT,LTCUSDT,False,KELL_WEDGE,"{""base_lb"": 5, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 10, ""max_base"": 12, ""regime"": ""none"", ""slow"": 20}",1D
856,17,24710806516.3562,1.7495,48.4813,4.2649,-0.7397,4.2649,20.5342,-11.0453,-83.8978,294534481.7611,11.4007,11.4007,SOLUSDT,XRPUSDT,False,SLINGSHOT,"{""ema_high"": 8, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 8, ""r_mult"": 3}",1D
919,17,15267342809.3882,1.7134,47.9869,4.2951,-0.9224,4.2951,21.497,-11.5752,-91.5306,166800382.7861,11.5375,11.5375,NEARUSDT,OPUSDT,False,SLINGSHOT,"{""ema_high"": 3, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 8, ""r_mult"": 3}",1D
929,17,3137218587.5929,1.6588,45.9634,3.7665,-1.5199,3.7665,20.633,-10.5801,-90.274,34752171.0114,10.7191,10.7191,SOLUSDT,APTUSDT,False,SLINGSHOT,"{""ema_high"": 5, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 5, ""r_mult"": 3}",1D
884,17,1572072625.4401,1.6489,46.7195,3.5869,-1.3298,3.5869,19.5086,-10.3741,-92.6973,16959207.1001,10.5769,10.5769,SOLUSDT,OPUSDT,False,SLINGSHOT,"{""ema_high"": 8, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 5, ""r_mult"": 3}",1D
951,17,2246242213.4549,1.6401,46.2671,3.7317,-1.4723,3.7317,20.6665,-10.8501,-89.4575,25109591.1431,10.8013,10.8013,NEARUSDT,OPUSDT,False,SLINGSHOT,"{""ema_high"": 3, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 5, ""r_mult"": 3}",1D
904,17,406667599.5966,1.63,47.1239,3.8442,-1.3755,3.8442,21.107,-11.5407,-93.0621,4369853.6763,11.4381,11.4381,AVAXUSDT,OPUSDT,False,SLINGSHOT,"{""ema_high"": 5, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 8, ""r_mult"": 3}",1D
882,17,1267413433.2145,1.6291,49.6599,3.5401,-0.1906,3.5401,18.4597,-11.1779,-83.6592,15149724.098,10.5227,10.5227,NEARUSDT,XRPUSDT,False,SLINGSHOT,"{""ema_high"": 8, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 8, ""r_mult"": 2}",1D
922,17,112417712.1615,1.5979,46.7462,3.7794,-1.6094,3.7794,21.6067,-11.8693,-94.6764,1187389.0476,11.449,11.449,SOLUSDT,OPUSDT,False,SLINGSHOT,"{""ema_high"": 4, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 8, ""r_mult"": 3}",1D
958,17,753421861.53,1.597,49.0605,3.5435,-0.5499,3.5435,19.3213,-11.6524,-91.7005,8216119.2969,10.7328,10.7328,NEARUSDT,APTUSDT,False,SLINGSHOT,"{""ema_high"": 3, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 8, ""r_mult"": 2}",1D
953,17,224868737.9062,1.5865,45.4355,3.5263,-2.4236,3.5263,20.9946,-11.0195,-91.6221,2454307.1762,10.6422,10.6422,BNBUSDT,OPUSDT,False,SLINGSHOT,"{""ema_high"": 4, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 5, ""r_mult"": 3}",1D
988,17,181354391.2693,1.5626,44.332,3.1808,-3.3654,3.1808,19.9276,-10.1558,-91.7403,1976823.8769,9.7966,9.7966,NEARUSDT,APTUSDT,False,SLINGSHOT,"{""ema_high"": 3, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 3, ""r_mult"": 3}",1D
926,17,140930629.4565,1.5592,44.1685,3.0173,-3.2535,3.0173,19.0473,-9.6641,-93.1949,1512214.7738,9.473,9.473,DOGEUSDT,APTUSDT,False,SLINGSHOT,"{""ema_high"": 8, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 3, ""r_mult"": 3}",1D
995,17,391606348.0757,1.5582,48.5427,3.152,-0.9222,3.152,18.1262,-10.9741,-90.5869,4322990.4363,9.8503,9.8503,NEARUSDT,APTUSDT,False,SLINGSHOT,"{""ema_high"": 3, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 5, ""r_mult"": 2}",1D
942,17,25153609.2276,1.5239,48.0892,3.1498,-0.961,3.1498,19.0515,-11.5812,-93.4044,269297.9296,10.69,10.69,NEARUSDT,OPUSDT,False,SLINGSHOT,"{""ema_high"": 5, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 8, ""r_mult"": 2}",1D
1044,17,141565870.9952,1.5105,47.4138,2.783,-1.4414,2.783,17.3667,-10.3661,-91.8413,1541419.2078,8.7366,8.7366,SOLUSDT,APTUSDT,False,SLINGSHOT,"{""ema_high"": 3, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 3, ""r_mult"": 2}",1D
921,17,14029526.9735,1.4885,48.2085,2.6609,-0.9294,2.6609,16.8191,-10.5177,-94.5314,148411.2283,9.5668,9.5668,DOGEUSDT,OPUSDT,False,SLINGSHOT,"{""ema_high"": 8, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 5, ""r_mult"": 2}",1D
984,17,9103431.7921,1.4796,43.1911,2.7395,-3.91,2.7395,19.5679,-10.055,-95.0119,95813.6301,9.5427,9.5427,SOLUSDT,OPUSDT,False,SLINGSHOT,"{""ema_high"": 5, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 3, ""r_mult"": 3}",1D
996,17,2822817.5202,1.4654,43.2731,2.7209,-4.0698,2.7209,19.798,-10.3061,-96.4885,29255.4951,9.6265,9.6265,SOLUSDT,OPUSDT,False,SLINGSHOT,"{""ema_high"": 4, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 3, ""r_mult"": 3}",1D
961,17,1934501.5643,1.465,47.6587,2.9238,-1.2597,2.9238,19.3271,-12.012,-95.5734,20241.0125,10.6337,10.6337,AVAXUSDT,APTUSDT,False,SLINGSHOT,"{""ema_high"": 4, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 8, ""r_mult"": 2}",1D
997,17,2121444.3169,1.4396,47.2417,2.5567,-1.3113,2.5567,17.722,-11.0229,-96.0455,22087.9048,9.8636,9.8636,AVAXUSDT,APTUSDT,False,SLINGSHOT,"{""ema_high"": 4, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 5, ""r_mult"": 2}",1D
979,17,1562064.5481,1.43,46.9867,2.4564,-1.3934,2.4564,17.3872,-10.777,-95.231,16402.8987,9.8754,9.8754,AVAXUSDT,APTUSDT,False,SLINGSHOT,"{""ema_high"": 5, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 5, ""r_mult"": 2}",1D
973,17,1576936.9761,1.4109,46.0432,2.1612,-2.4803,2.1612,16.117,-9.7477,-94.5662,16675.4878,8.3155,8.3155,DOGEUSDT,APTUSDT,False,SLINGSHOT,"{""ema_high"": 8, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 3, ""r_mult"": 2}",1D
1054,17,303175.6497,1.3749,46.2049,2.1039,-2.69,2.1039,16.6979,-10.431,-96.5008,3141.6912,8.5911,8.5911,NEARUSDT,OPUSDT,False,SLINGSHOT,"{""ema_high"": 4, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 3, ""r_mult"": 2}",1D
1041,17,385728.5798,1.37,45.9174,2.0442,-2.6624,2.0442,16.4841,-10.2156,-97.643,3950.395,8.4659,8.4659,TRXUSDT,OPUSDT,False,SLINGSHOT,"{""ema_high"": 5, ""exit"": ""R_target"", ""hold"": 15, ""pb_lb"": 3, ""r_mult"": 2}",1D
7822,17,1.2424102257232976e+23,1.7727,51.841,0.7366,0.093,0.7366,3.2598,-1.9794,-47.0784,2.639025664407287e+21,0.0,0.0,DOGEUSDT,POLUSDT,False,CRABEL,"{""direction"": ""long"", ""exit"": ""close_exit"", ""range_mult"": 0.7}",1D
6733,17,2.77110870104679e+18,1.6956,51.2105,0.6831,0.0619,0.6831,3.2514,-2.0127,-59.1068,4.6883099995470376e+16,0.0,0.0,XRPUSDT,POLUSDT,False,CRABEL,"{""direction"": ""long"", ""exit"": ""close_exit"", ""range_mult"": 0.8}",1D
5770,17,1997858089898683.5,1.658,50.6239,0.6579,0.0323,0.6579,3.2748,-2.0251,-56.4583,35386409800272.734,0.0,0.0,XRPUSDT,POLUSDT,False,CRABEL,"{""direction"": ""long"", ""exit"": ""close_exit"", ""range_mult"": 0.9}",1D
4987,17,1203792522721.1443,1.5789,50.1103,0.5992,0.0014,0.5992,3.2615,-2.0749,-56.7,21230907889.1213,0.0,0.0,XRPUSDT,POLUSDT,False,CRABEL,"{""direction"": ""long"", ""exit"": ""close_exit"", ""range_mult"": 1.0}",1D
3617,17,6391045011312937.0,1.5365,50.0415,1.5832,0.0023,1.5832,9.0612,-5.9071,-95.3126,67053518099759.18,2.9997,2.9997,DOGEUSDT,POLUSDT,True,CRABEL,"{""direction"": ""long"", ""exit"": ""time3"", ""range_mult"": 1.2}",1D
5770,17,3.2938493275208585e+24,1.5338,50.9879,1.5187,0.1287,1.5187,8.558,-5.8044,-98.5429,3.342554751104609e+22,2.9998,2.9998,DOGEUSDT,LTCUSDT,True,CRABEL,"{""direction"": ""long"", ""exit"": ""time3"", ""range_mult"": 0.9}",1D
4987,17,5.008300640170794e+20,1.5216,50.4111,1.5073,0.0589,1.5073,8.7227,-5.8277,-98.2746,5.096229034116754e+18,2.9998,2.9998,DOGEUSDT,LTCUSDT,True,CRABEL,"{""direction"": ""long"", ""exit"": ""time3"", ""range_mult"": 1.0}",1D
7822,17,5.471367372285273e+31,1.5207,50.652,1.4596,0.1103,1.4596,8.4151,-5.6798,-98.0493,5.58021933016064e+29,2.9997,2.9997,DOGEUSDT,APTUSDT,True,CRABEL,"{""direction"": ""long"", ""exit"": ""time3"", ""range_mult"": 0.7}",1D
4282,17,7.165181847747438e+17,1.5194,49.6263,1.5209,-0.0609,1.5209,8.9653,-5.8132,-93.2918,7680397393283626.0,2.9998,2.9998,DOGEUSDT,ARBUSDT,True,CRABEL,"{""direction"": ""long"", ""exit"": ""time3"", ""range_mult"": 1.1}",1D
3617,17,273062987.5707,1.5164,49.4332,0.5688,-0.0303,0.5688,3.3787,-2.1781,-59.8461,4562749.4757,0.0,0.0,DOGEUSDT,POLUSDT,False,CRABEL,"{""direction"": ""long"", ""exit"": ""close_exit"", ""range_mult"": 1.2}",1D
6733,17,6.502786562923581e+26,1.5085,50.7946,1.4511,0.1303,1.4511,8.4744,-5.799,-98.4816,6.603044574265199e+24,2.9997,2.9997,DOGEUSDT,ARBUSDT,True,CRABEL,"{""direction"": ""long"", ""exit"": ""time3"", ""range_mult"": 0.8}",1D
4282,17,2291442315.4048,1.4983,48.879,0.5422,-0.0488,0.5422,3.3355,-2.1286,-66.4214,34498574.202,0.0,0.0,DOGEUSDT,POLUSDT,False,CRABEL,"{""direction"": ""long"", ""exit"": ""close_exit"", ""range_mult"": 1.1}",1D
16167,17,7.081135761646305e+27,1.4382,48.6794,0.4735,-0.0702,0.4735,3.1926,-2.1057,-77.8576,9.094979115116765e+25,0.0,0.0,ETHUSDT,POLUSDT,False,CRABEL,"{""direction"": ""both"", ""exit"": ""close_exit"", ""range_mult"": 0.7}",1D
13920,17,7.411026643762464e+18,1.3428,47.852,0.3893,-0.1135,0.3893,3.1863,-2.1774,-76.7459,9.656581893893731e+16,0.0,0.0,ETHUSDT,DOTUSDT,False,CRABEL,"{""direction"": ""both"", ""exit"": ""close_exit"", ""range_mult"": 0.8}",1D
16167,17,8.920934223446759e+28,1.3083,49.4835,0.9212,-0.0909,0.9212,7.9012,-5.916,-98.0309,9.100124217563664e+26,2.9998,2.9998,SOLUSDT,LTCUSDT,False,CRABEL,"{""direction"": ""both"", ""exit"": ""time3"", ""range_mult"": 0.7}",1D
11942,17,41119997600932.59,1.2905,47.1948,0.3391,-0.1442,0.3391,3.1918,-2.2105,-88.4798,464738743312.6498,0.0,0.0,ETHUSDT,DOTUSDT,False,CRABEL,"{""direction"": ""both"", ""exit"": ""close_exit"", ""range_mult"": 0.9}",1D
13920,17,3.8813762696839855e+21,1.2871,49.2026,0.8697,-0.1216,0.8697,7.9234,-5.9625,-99.7659,3.890482880495539e+19,2.9998,2.9998,AVAXUSDT,LTCUSDT,True,CRABEL,"{""direction"": ""both"", ""exit"": ""time3"", ""range_mult"": 0.8}",1D
11942,17,6.300961821238682e+16,1.2734,49.2129,0.8385,-0.1127,0.8385,7.9353,-6.0383,-99.8994,630730750339870.0,2.9998,2.9998,AVAXUSDT,LTCUSDT,False,CRABEL,"{""direction"": ""both"", ""exit"": ""time3"", ""range_mult"": 0.9}",1D
10237,17,19675751763767.54,1.2662,48.6471,0.8245,-0.2034,0.8245,8.063,-6.0326,-99.9688,196819012485.2995,2.9998,2.9998,AVAXUSDT,LTCUSDT,True,CRABEL,"{""direction"": ""both"", ""exit"": ""time3"", ""range_mult"": 1.0}",1D
7822,17,1150217814459786.8,1.2612,50.6392,0.7665,0.1103,0.7665,7.308,-5.9445,-99.0485,11612670563300.78,2.6732,2.6732,BNBUSDT,APTUSDT,False,CRABEL,"{""direction"": ""long"", ""exit"": ""atr"", ""range_mult"": 0.7}",1D
16167,17,1.0089388273328614e+27,1.2566,49.7557,0.7748,-0.0407,0.7748,7.6249,-6.0088,-96.8425,1.041834474949827e+25,2.6885,2.6885,ADAUSDT,APTUSDT,False,CRABEL,"{""direction"": ""both"", ""exit"": ""atr"", ""range_mult"": 0.7}",1D
8345,17,87717197095011.94,1.2526,48.9275,0.7825,-0.1959,0.7825,7.9323,-6.067,-99.2108,884149814061.9427,2.7028,2.7028,DOTUSDT,TRXUSDT,False,CRABEL,"{""direction"": ""short"", ""exit"": ""atr"", ""range_mult"": 0.7}",1D
8771,17,375906356.0333,1.2379,47.7825,0.7507,-0.3525,0.7507,8.1762,-6.0441,-99.9734,3760062.3343,2.9999,2.9999,DOGEUSDT,LINKUSDT,True,CRABEL,"{""direction"": ""both"", ""exit"": ""time3"", ""range_mult"": 1.1}",1D
5770,17,6143599381.2843,1.2325,50.6239,0.7006,0.0997,0.7006,7.3364,-6.103,-99.1519,61961473.8265,2.6438,2.6438,ETHUSDT,DOTUSDT,False,CRABEL,"{""direction"": ""long"", ""exit"": ""atr"", ""range_mult"": 0.9}",1D
10237,17,992352437.5035,1.2296,46.498,0.2791,-0.1793,0.2791,3.2143,-2.2718,-88.3608,11230681.0232,0.0,0.0,ETHUSDT,DOTUSDT,False,CRABEL,"{""direction"": ""both"", ""exit"": ""close_exit"", ""range_mult"": 1.0}",1D
7436,17,2192874.2718,1.2294,47.7945,0.7299,-0.37,0.7299,8.185,-6.0953,-99.9905,21930.8303,2.9999,2.9999,AVAXUSDT,LINKUSDT,True,CRABEL,"{""direction"": ""both"", ""exit"": ""time3"", ""range_mult"": 1.2}",1D
6733,17,11105218816.1406,1.2195,50.5124,0.6646,0.092,0.6646,7.3101,-6.1186,-99.1155,112043178.8877,2.6525,2.6525,BNBUSDT,OPUSDT,False,CRABEL,"{""direction"": ""long"", ""exit"": ""atr"", ""range_mult"": 0.8}",1D
