trade_count,assets_tested,net_return_after_costs,profit_factor,win_rate,average_trade,median_trade,expectancy,average_winner,average_loser,max_drawdown,return_over_dd,exposure,average_hold_bars,best_asset,worst_asset,concentration_warning,candidate_id,parameter_set,timeframe
204,17,2835.7997,1.7975,30.3922,2.5415,-3.1948,2.5415,18.848,-4.5783,-71.7088,39.5461,9.7157,9.7157,TRXUSDT,LTCUSDT,False,KELL_WEDGE,"{""base_lb"": 8, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 20, ""max_base"": 12, ""regime"": ""none"", ""slow"": 20}",1D
442,17,65850.1425,1.7776,29.4118,3.3889,-4.7025,3.3889,26.3397,-6.174,-91.4389,720.1544,9.629,9.629,ETHUSDT,LTCUSDT,False,KELL_WEDGE,"{""base_lb"": 3, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 20, ""max_base"": 12, ""regime"": ""none"", ""slow"": 20}",1D
250,17,3133.0125,1.6605,31.2,2.1825,-3.26,2.1825,17.5866,-4.8031,-69.8648,44.8439,9.616,9.616,TRXUSDT,LTCUSDT,False,KELL_WEDGE,"{""base_lb"": 3, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 20, ""max_base"": 8, ""regime"": ""none"", ""slow"": 20}",1D
333,17,3445.1453,1.6547,29.4294,2.5013,-4.0385,2.5013,21.482,-5.414,-97.0166,35.5109,9.7267,9.7267,BNBUSDT,DOGEUSDT,False,KELL_WEDGE,"{""base_lb"": 5, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 20, ""max_base"": 12, ""regime"": ""none"", ""slow"": 20}",1D
278,17,2276.0327,1.6006,36.6906,1.7142,-2.7515,1.7142,12.4505,-4.508,-59.9589,37.9599,5.9209,5.9209,DOGEUSDT,XRPUSDT,False,KELL_WEDGE,"{""base_lb"": 3, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 10, ""max_base"": 8, ""regime"": ""none"", ""slow"": 20}",1D
166,17,429.6546,1.5365,37.9518,1.4975,-2.7475,1.4975,11.3001,-4.4982,-60.8034,7.0663,6.259,6.259,ADAUSDT,LTCUSDT,False,KELL_WEDGE,"{""base_lb"": 8, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 10, ""max_base"": 12, ""regime"": ""ema200"", ""slow"": 20}",1D
187,17,523.2782,1.5349,37.4332,1.6189,-2.8492,1.6189,12.4093,-4.8369,-50.4233,10.3777,5.9893,5.9893,TRXUSDT,XRPUSDT,False,KELL_WEDGE,"{""base_lb"": 3, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 10, ""max_base"": 8, ""regime"": ""ema200"", ""slow"": 20}",1D
344,17,3203.327,1.514,37.5,1.9521,-3.5316,1.9521,15.3332,-6.0765,-71.1026,45.0522,6.1541,6.1541,OPUSDT,LTCUSDT,False,KELL_WEDGE,"{""base_lb"": 3, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 10, ""max_base"": 12, ""regime"": ""ema200"", ""slow"": 20}",1D
250,17,641.9928,1.4342,38.0,1.4206,-2.9603,1.4206,12.3472,-5.2764,-78.022,8.2284,6.248,6.248,BNBUSDT,DOGEUSDT,False,KELL_WEDGE,"{""base_lb"": 5, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 10, ""max_base"": 12, ""regime"": ""ema200"", ""slow"": 20}",1D
231,17,354.58,1.3903,35.0649,1.0979,-2.7857,1.0979,11.1541,-4.3325,-75.9183,4.6705,6.0,6.0,ADAUSDT,LTCUSDT,False,KELL_WEDGE,"{""base_lb"": 8, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 10, ""max_base"": 12, ""regime"": ""none"", ""slow"": 20}",1D
511,17,471.6335,1.2902,34.638,1.1119,-3.6822,1.1119,14.2706,-5.8614,-88.9027,5.305,5.9589,5.9589,OPUSDT,LTCUSDT,False,KELL_WEDGE,"{""base_lb"": 3, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 10, ""max_base"": 12, ""regime"": ""none"", ""slow"": 20}",1D
381,17,268.0208,1.2668,35.1706,0.8994,-3.0774,0.8994,12.1414,-5.1995,-91.4644,2.9303,6.0656,6.0656,ADAUSDT,LTCUSDT,False,KELL_WEDGE,"{""base_lb"": 5, ""exit"": ""ema20"", ""fast"": 10, ""hold"": 10, ""max_base"": 12, ""regime"": ""none"", ""slow"": 20}",1D
