video_id,url,group_verdict,stg_code,candidate_id,title,coverage_status,audit_status,blocked_reason,next_step,source_quality,duplicate_of
-JyH5PAJ4-Y,https://www.youtube.com/watch?v=-JyH5PAJ4-Y,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg140,QL_NICK_TRADE_FREQUENCY_GUARD_001,QL_NICK_TRADE_FREQUENCY_GUARD_001,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
-JyH5PAJ4-Y,https://www.youtube.com/watch?v=-JyH5PAJ4-Y,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg141,QL_NICK_UP_ON_VOLUME_RADAR_001,QL_NICK_UP_ON_VOLUME_RADAR_001,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
-JyH5PAJ4-Y,https://www.youtube.com/watch?v=-JyH5PAJ4-Y,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg144,QL_NICK_WEEKLY_CHARACTER_CHANGE_001,QL_NICK_WEEKLY_CHARACTER_CHANGE_001,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
-JyH5PAJ4-Y,https://www.youtube.com/watch?v=-JyH5PAJ4-Y,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg148,QL_NICK_WEEKLY_SELL_DECISION_FRAMEWORK_001,QL_NICK_WEEKLY_SELL_DECISION_FRAMEWORK_001,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
O0GpSPtmCuM,https://www.youtube.com/watch?v=O0GpSPtmCuM,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg036,QLR_O0GpSPtmCuM,Stage Analysis Warnings for Current Markets - Exclusive Interview with Stan Weinstein,HAS_BOTH,CANONICAL,,Review,REJECTED,
O0GpSPtmCuM,https://www.youtube.com/watch?v=O0GpSPtmCuM,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg160,QL_STAN_FAILED_RALLY_200D_SHORT_AVOID_v0,QL_STAN_FAILED_RALLY_200D_SHORT_AVOID_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
O0GpSPtmCuM,https://www.youtube.com/watch?v=O0GpSPtmCuM,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg161,QL_STAN_FOREST_GROUP_TREE_FILTER_v0,QL_STAN_FOREST_GROUP_TREE_FILTER_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
O0GpSPtmCuM,https://www.youtube.com/watch?v=O0GpSPtmCuM,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg162,QL_STAN_GOOD_COMPANY_BAD_CHART_BLOCK_v0,QL_STAN_GOOD_COMPANY_BAD_CHART_BLOCK_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
O0GpSPtmCuM,https://www.youtube.com/watch?v=O0GpSPtmCuM,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg163,QL_STAN_SPLIT_TAPE_BREADTH_FILTER_v0,QL_STAN_SPLIT_TAPE_BREADTH_FILTER_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
O0GpSPtmCuM,https://www.youtube.com/watch?v=O0GpSPtmCuM,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg164,QL_STAN_STAGE_1B_TO_2A_BREAKOUT_v0,QL_STAN_STAGE_1B_TO_2A_BREAKOUT_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
O0GpSPtmCuM,https://www.youtube.com/watch?v=O0GpSPtmCuM,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg165,QL_STAN_STAGE_2A_PULLBACK_SUPPORT_v0,QL_STAN_STAGE_2A_PULLBACK_SUPPORT_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
O0GpSPtmCuM,https://www.youtube.com/watch?v=O0GpSPtmCuM,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg166,QL_STAN_UNFILLED_GAP_CONTINUATION_v0,QL_STAN_UNFILLED_GAP_CONTINUATION_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
_QewlGLBaeA,https://www.youtube.com/watch?v=_QewlGLBaeA,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg048,QLR__QewlGLBaeA,Trading Millions How I Finally Became a Profitable Swing Trader,HAS_BOTH,BLOCKED,rejected source classification,Source audit / park,REJECTED,
_QewlGLBaeA,https://www.youtube.com/watch?v=_QewlGLBaeA,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg088,QL_ANTHONY_BACKWATCH_BREAKOUT_HEALTH_ENGINE_v0,QL_ANTHONY_BACKWATCH_BREAKOUT_HEALTH_ENGINE_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
_QewlGLBaeA,https://www.youtube.com/watch?v=_QewlGLBaeA,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg089,QL_ANTHONY_BREAKOUT_PULLBACK_RS_v0,QL_ANTHONY_BREAKOUT_PULLBACK_RS_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
_QewlGLBaeA,https://www.youtube.com/watch?v=_QewlGLBaeA,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg090,QL_ANTHONY_CYCLE_AWARE_EXPOSURE_CONTROL_v0,QL_ANTHONY_CYCLE_AWARE_EXPOSURE_CONTROL_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
_QewlGLBaeA,https://www.youtube.com/watch?v=_QewlGLBaeA,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg091,QL_ANTHONY_EP_EARNINGS_THEME_BREAKOUT_v0,QL_ANTHONY_EP_EARNINGS_THEME_BREAKOUT_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
_QewlGLBaeA,https://www.youtube.com/watch?v=_QewlGLBaeA,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg092,QL_ANTHONY_OUTLIER_LEADER_BREAKOUT_v0,QL_ANTHONY_OUTLIER_LEADER_BREAKOUT_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
_QewlGLBaeA,https://www.youtube.com/watch?v=_QewlGLBaeA,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg093,QL_ANTHONY_THEME_LEADERSHIP_ENGINE_v0,QL_ANTHONY_THEME_LEADERSHIP_ENGINE_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
_QewlGLBaeA,https://www.youtube.com/watch?v=_QewlGLBaeA,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg094,QL_ANTHONY_UNDERCUT_RECLAIM_LEADER_v0,QL_ANTHONY_UNDERCUT_RECLAIM_LEADER_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
ivL6E6Lc6gM,https://www.youtube.com/watch?v=ivL6E6Lc6gM,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg054,QLR_ivL6E6Lc6gM,a Hedge Fund Manager Reveals his Perfect Pullback Trading Setup,HAS_BOTH,CANONICAL,,Review,REJECTED,
ivL6E6Lc6gM,https://www.youtube.com/watch?v=ivL6E6Lc6gM,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg107,QL_CHARLES_21EMA_PULLBACK_ADDON_001,QL_CHARLES_21EMA_PULLBACK_ADDON_001,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
ivL6E6Lc6gM,https://www.youtube.com/watch?v=ivL6E6Lc6gM,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg108,QL_CHARLES_FIRST_PULLBACK_50DMA_001,QL_CHARLES_FIRST_PULLBACK_50DMA_001,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
ivL6E6Lc6gM,https://www.youtube.com/watch?v=ivL6E6Lc6gM,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg109,QL_CHARLES_PRIOR_BASE_TOP_SUPPORT_PULLBACK_001,QL_CHARLES_PRIOR_BASE_TOP_SUPPORT_PULLBACK_001,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
ivL6E6Lc6gM,https://www.youtube.com/watch?v=ivL6E6Lc6gM,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg110,QL_CHARLES_REVERSE_PYRAMID_PULLBACK_SCALEIN_001,QL_CHARLES_REVERSE_PYRAMID_PULLBACK_SCALEIN_001,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
ivL6E6Lc6gM,https://www.youtube.com/watch?v=ivL6E6Lc6gM,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg111,QL_CHARLES_SWING_AROUND_CORE_001,QL_CHARLES_SWING_AROUND_CORE_001,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
ivL6E6Lc6gM,https://www.youtube.com/watch?v=ivL6E6Lc6gM,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg112,QL_CHARLES_UPSIDE_REVERSAL_PULLBACK_001,QL_CHARLES_UPSIDE_REVERSAL_PULLBACK_001,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
ivL6E6Lc6gM,https://www.youtube.com/watch?v=ivL6E6Lc6gM,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg113,QL_CHARLES_WEEKLY_SHAKEOUT_CONFIRMATION_GUARD_001,QL_CHARLES_WEEKLY_SHAKEOUT_CONFIRMATION_GUARD_001,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
10pHBNVi4Jc,https://www.youtube.com/watch?v=10pHBNVi4Jc,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg010,QLR_10pHBNVi4Jc,The Trading Setups of the Record Breaking Trading Champion,HAS_BOTH,BLOCKED,rejected source classification,Source audit / park,REJECTED,
10pHBNVi4Jc,https://www.youtube.com/watch?v=10pHBNVi4Jc,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg115,QL_GON_HALT_MOMENTUM_CONTINUATION_v0,QL_GON_HALT_MOMENTUM_CONTINUATION_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
10pHBNVi4Jc,https://www.youtube.com/watch?v=10pHBNVi4Jc,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg116,QL_GON_NEXT_DAY_LOW_FLOAT_CONTINUATION_v0,QL_GON_NEXT_DAY_LOW_FLOAT_CONTINUATION_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
10pHBNVi4Jc,https://www.youtube.com/watch?v=10pHBNVi4Jc,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg117,QL_GON_OG_BULL_FLAG_HIGH_TIGHT_v0,QL_GON_OG_BULL_FLAG_HIGH_TIGHT_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
10pHBNVi4Jc,https://www.youtube.com/watch?v=10pHBNVi4Jc,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg118,QL_GON_SHORT_SQUEEZE_REVERSAL_BALL_UNDER_WATER_v0,QL_GON_SHORT_SQUEEZE_REVERSAL_BALL_UNDER_WATER_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
10pHBNVi4Jc,https://www.youtube.com/watch?v=10pHBNVi4Jc,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg119,QL_GON_STRONG_DEMAND_LOW_VOLUME_EMA_TOUCH_v0,QL_GON_STRONG_DEMAND_LOW_VOLUME_EMA_TOUCH_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
10pHBNVi4Jc,https://www.youtube.com/watch?v=10pHBNVi4Jc,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg120,QL_GON_STRONG_DEMAND_SLOW_FADER_RECLAIM_v0,QL_GON_STRONG_DEMAND_SLOW_FADER_RECLAIM_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
62OaP91Jz9k,https://www.youtube.com/watch?v=62OaP91Jz9k,INTENTIONAL_SPLIT_OR_MODULES,Stg013,QLR_62OaP91Jz9k,120% Return A Simple Weekly Strategy Anyone Can Use,HAS_BOTH,CANONICAL,,Review,REJECTED,
62OaP91Jz9k,https://www.youtube.com/watch?v=62OaP91Jz9k,INTENTIONAL_SPLIT_OR_MODULES,Stg137,QL_NICK_ASYMMETRIC_RISK_REWARD_FILTER_001,QL_NICK_ASYMMETRIC_RISK_REWARD_FILTER_001,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
62OaP91Jz9k,https://www.youtube.com/watch?v=62OaP91Jz9k,INTENTIONAL_SPLIT_OR_MODULES,Stg142,QL_NICK_UP_ON_VOLUME_UNIVERSE_SCAN_001,QL_NICK_UP_ON_VOLUME_UNIVERSE_SCAN_001,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
62OaP91Jz9k,https://www.youtube.com/watch?v=62OaP91Jz9k,INTENTIONAL_SPLIT_OR_MODULES,Stg143,QL_NICK_WEEKLY_BASE_TIGHTNESS_ACCUMULATION_001,QL_NICK_WEEKLY_BASE_TIGHTNESS_ACCUMULATION_001,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
62OaP91Jz9k,https://www.youtube.com/watch?v=62OaP91Jz9k,INTENTIONAL_SPLIT_OR_MODULES,Stg145,QL_NICK_WEEKLY_CHARACTER_CHANGE_TREND_STARTER_001,QL_NICK_WEEKLY_CHARACTER_CHANGE_TREND_STARTER_001,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
62OaP91Jz9k,https://www.youtube.com/watch?v=62OaP91Jz9k,INTENTIONAL_SPLIT_OR_MODULES,Stg146,QL_NICK_WEEKLY_CLOSE_STOP_POLICY_001,QL_NICK_WEEKLY_CLOSE_STOP_POLICY_001,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
62OaP91Jz9k,https://www.youtube.com/watch?v=62OaP91Jz9k,INTENTIONAL_SPLIT_OR_MODULES,Stg147,QL_NICK_WEEKLY_SCALE_IN_ON_PROOF_001,QL_NICK_WEEKLY_SCALE_IN_ON_PROOF_001,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
UmLa9FAlMgw,https://www.youtube.com/watch?v=UmLa9FAlMgw,INTENTIONAL_SPLIT_OR_MODULES,Stg043,QLR_UmLa9FAlMgw,"The AVWAP Trading Indicator Secrets and Setups Brian Shannon, CMT",HAS_BOTH,CANONICAL,,Review,REJECTED,
UmLa9FAlMgw,https://www.youtube.com/watch?v=UmLa9FAlMgw,INTENTIONAL_SPLIT_OR_MODULES,Stg096,QL_BRIAN_SHANNON_5DMA_AVWAP_MOMENTUM_ENTRY_v0,QL_BRIAN_SHANNON_5DMA_AVWAP_MOMENTUM_ENTRY_v0,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
UmLa9FAlMgw,https://www.youtube.com/watch?v=UmLa9FAlMgw,INTENTIONAL_SPLIT_OR_MODULES,Stg097,QL_BRIAN_SHANNON_AVWAP_GAP_PULLBACK_STRENGTH_v0,QL_BRIAN_SHANNON_AVWAP_GAP_PULLBACK_STRENGTH_v0,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
UmLa9FAlMgw,https://www.youtube.com/watch?v=UmLa9FAlMgw,INTENTIONAL_SPLIT_OR_MODULES,Stg098,QL_BRIAN_SHANNON_AVWAP_HANDOFF_TREND_CONTINUATION_v0,QL_BRIAN_SHANNON_AVWAP_HANDOFF_TREND_CONTINUATION_v0,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
UmLa9FAlMgw,https://www.youtube.com/watch?v=UmLa9FAlMgw,INTENTIONAL_SPLIT_OR_MODULES,Stg099,QL_BRIAN_SHANNON_AVWAP_PINCH_BREAKOUT_v0,QL_BRIAN_SHANNON_AVWAP_PINCH_BREAKOUT_v0,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
UmLa9FAlMgw,https://www.youtube.com/watch?v=UmLa9FAlMgw,INTENTIONAL_SPLIT_OR_MODULES,Stg100,QL_BRIAN_SHANNON_BREAKAWAY_GAP_AVWAP_CONTINUATION_v0,QL_BRIAN_SHANNON_BREAKAWAY_GAP_AVWAP_CONTINUATION_v0,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
UmLa9FAlMgw,https://www.youtube.com/watch?v=UmLa9FAlMgw,INTENTIONAL_SPLIT_OR_MODULES,Stg101,QL_BRIAN_SHANNON_FAILED_AVWAP_TRAP_v0,QL_BRIAN_SHANNON_FAILED_AVWAP_TRAP_v0,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
KQRuUWSZvLE,https://www.youtube.com/watch?v=KQRuUWSZvLE,INTENTIONAL_SPLIT_OR_MODULES,Stg028,QLR_KQRuUWSZvLE,10 Steps to Profitable Trading in 2024  Ryan Pierpont,HAS_BOTH,BLOCKED,rejected source classification,Source audit / park,REJECTED,
KQRuUWSZvLE,https://www.youtube.com/watch?v=KQRuUWSZvLE,INTENTIONAL_SPLIT_OR_MODULES,Stg154,QL_RYAN_LATE_ENTRY_CHASE_FILTER_001,QL_RYAN_LATE_ENTRY_CHASE_FILTER_001,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
KQRuUWSZvLE,https://www.youtube.com/watch?v=KQRuUWSZvLE,INTENTIONAL_SPLIT_OR_MODULES,Stg155,QL_RYAN_MARKET_AWARENESS_GATE_001,QL_RYAN_MARKET_AWARENESS_GATE_001,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
KQRuUWSZvLE,https://www.youtube.com/watch?v=KQRuUWSZvLE,INTENTIONAL_SPLIT_OR_MODULES,Stg156,QL_RYAN_PULLBACK_DANGER_ZONE_001,QL_RYAN_PULLBACK_DANGER_ZONE_001,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
KQRuUWSZvLE,https://www.youtube.com/watch?v=KQRuUWSZvLE,INTENTIONAL_SPLIT_OR_MODULES,Stg157,QL_RYAN_SELL_INTO_STRENGTH_RUNNER_EXIT_001,QL_RYAN_SELL_INTO_STRENGTH_RUNNER_EXIT_001,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
KQRuUWSZvLE,https://www.youtube.com/watch?v=KQRuUWSZvLE,INTENTIONAL_SPLIT_OR_MODULES,Stg158,QL_RYAN_TIGHT_BREAKOUT_001,QL_RYAN_TIGHT_BREAKOUT_001,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
MnXQOt7_ZP0,https://www.youtube.com/watch?v=MnXQOt7_ZP0,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg032,QLR_MnXQOt7_ZP0,+85% Return in 30 Days The AI Bull Market Can Change your Life Hedge Fund Manager,HAS_BOTH,CANONICAL,,Review,REJECTED,
MnXQOt7_ZP0,https://www.youtube.com/watch?v=MnXQOt7_ZP0,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg149,QL_ROPPEL_357_SCALEOUT_RISK_MODULE_v0,QL_ROPPEL_357_SCALEOUT_RISK_MODULE_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
MnXQOt7_ZP0,https://www.youtube.com/watch?v=MnXQOt7_ZP0,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg150,QL_ROPPEL_50D_RECLAIM_TIGHT_ACTION_v0,QL_ROPPEL_50D_RECLAIM_TIGHT_ACTION_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
MnXQOt7_ZP0,https://www.youtube.com/watch?v=MnXQOt7_ZP0,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg151,QL_ROPPEL_EXTENSION_OVER_50D_HEDGE_SIGNAL_v0,QL_ROPPEL_EXTENSION_OVER_50D_HEDGE_SIGNAL_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
MnXQOt7_ZP0,https://www.youtube.com/watch?v=MnXQOt7_ZP0,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg152,QL_ROPPEL_LEADERSHIP_THEME_SCORE_v0,QL_ROPPEL_LEADERSHIP_THEME_SCORE_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
MnXQOt7_ZP0,https://www.youtube.com/watch?v=MnXQOt7_ZP0,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg153,QL_ROPPEL_POSITION_TRADING_HOLD_ENGINE_v0,QL_ROPPEL_POSITION_TRADING_HOLD_ENGINE_v0,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
fYxSQvuwOQc,https://www.youtube.com/watch?v=fYxSQvuwOQc,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg008,QLR_fYxSQvuwOQc,2026-05-03_fYxSQvuwOQc_quantlens_oliver_kell_cycle_intake,HAS_URL_NO_TRANSCRIPT,BLOCKED,rejected source classification,Source audit / park,REJECTED,
fYxSQvuwOQc,https://www.youtube.com/watch?v=fYxSQvuwOQc,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg121,QL_KELL_BASIN_BREAK_001,QL_KELL_BASIN_BREAK_001,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
fYxSQvuwOQc,https://www.youtube.com/watch?v=fYxSQvuwOQc,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg122,QL_KELL_EMA_CROSSBACK_001,QL_KELL_EMA_CROSSBACK_001,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
fYxSQvuwOQc,https://www.youtube.com/watch?v=fYxSQvuwOQc,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg123,QL_KELL_WEDGE_DROP_EXIT_001,QL_KELL_WEDGE_DROP_EXIT_001,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
