entry_time,exit_time,entry,stop,exit,reason,ret_net_pct,R
2021-05-28T15:00:00+0000,2021-05-28T16:00:00+0000,29.858,26.884,28.309,trail,-5.2679,-0.5208
2021-05-31T10:00:00+0000,2021-06-01T01:00:00+0000,27.473,27.072,30.847,trail,12.2011,8.414
2021-06-02T17:00:00+0000,2021-06-02T19:00:00+0000,31.365,30.567,31.173,trail,-0.6921,-0.2406
2021-06-03T12:00:00+0000,2021-06-03T12:00:00+0000,32.044,31.744,31.744,stop,-1.0162,-1.0
2021-06-09T08:00:00+0000,2021-06-09T08:00:00+0000,23.672,22.999,23.484,trail,-0.8742,-0.2793
2021-06-09T19:00:00+0000,2021-06-09T19:00:00+0000,24.807,24.71,24.71,stop,-0.471,-1.0
2021-06-20T16:00:00+0000,2021-06-21T01:00:00+0000,20.1,19.423,21.195,trail,5.3678,1.6174
2021-06-28T18:00:00+0000,2021-06-28T23:00:00+0000,18.839,18.196,18.832,trail,-0.1172,-0.0109
2021-07-03T01:00:00+0000,2021-07-03T03:00:00+0000,18.024,17.765,17.972,trail,-0.3685,-0.2008
2021-07-09T06:00:00+0000,2021-07-09T06:00:00+0000,18.264,18.079,18.227,trail,-0.2826,-0.2
2021-07-13T10:00:00+0000,2021-07-13T10:00:00+0000,17.632,17.499,17.565,trail,-0.46,-0.5038
2021-07-14T13:00:00+0000,2021-07-14T19:00:00+0000,16.581,16.551,16.866,trail,1.6388,9.5
2021-08-05T16:00:00+0000,2021-08-06T00:00:00+0000,23.611,22.864,23.671,trail,0.1741,0.0803
2021-08-14T17:00:00+0000,2021-08-14T17:00:00+0000,27.213,26.732,27.006,trail,-0.8407,-0.4304
2021-08-17T05:00:00+0000,2021-08-17T05:00:00+0000,28.937,28.107,28.409,trail,-1.9047,-0.6361
2021-08-17T13:00:00+0000,2021-08-17T13:00:00+0000,29.326,29.3,29.3,stop,-0.1687,-1.0
2021-08-20T12:00:00+0000,2021-08-21T00:00:00+0000,27.486,27.057,28.139,trail,2.2958,1.5221
2021-08-29T03:00:00+0000,2021-08-29T03:00:00+0000,26.002,25.619,25.619,stop,-1.553,-1.0
2021-08-31T15:00:00+0000,2021-08-31T17:00:00+0000,26.501,26.366,26.366,stop,-0.5894,-1.0
2021-09-02T23:00:00+0000,2021-09-02T23:00:00+0000,30.451,30.116,30.116,stop,-1.1801,-1.0
2021-09-06T17:00:00+0000,2021-09-06T22:00:00+0000,35.459,35.0,35.142,trail,-0.974,-0.6906
2021-09-09T07:00:00+0000,2021-09-09T18:00:00+0000,27.805,26.904,28.725,trail,3.2288,1.0211
2021-09-11T03:00:00+0000,2021-09-11T03:00:00+0000,26.906,26.261,26.261,stop,-2.4772,-1.0
2021-09-15T02:00:00+0000,2021-09-15T04:00:00+0000,30.032,29.86,29.86,stop,-0.6527,-1.0
2021-09-21T10:00:00+0000,2021-09-21T12:00:00+0000,23.858,23.296,23.766,trail,-0.4656,-0.1637
2021-09-27T03:00:00+0000,2021-09-27T04:00:00+0000,25.115,24.072,24.812,trail,-1.2865,-0.2905
2021-10-03T15:00:00+0000,2021-10-03T15:00:00+0000,27.339,27.038,27.038,stop,-1.181,-1.0
2021-10-03T21:00:00+0000,2021-10-03T21:00:00+0000,27.732,27.447,27.447,stop,-1.1077,-1.0
2021-10-07T11:00:00+0000,2021-10-07T14:00:00+0000,26.917,26.647,26.647,stop,-1.0831,-1.0
2021-10-18T01:00:00+0000,2021-10-18T03:00:00+0000,26.726,26.281,26.281,stop,-1.745,-1.0
2021-10-19T05:00:00+0000,2021-10-19T06:00:00+0000,26.065,25.876,25.93,trail,-0.5979,-0.7143
2021-10-25T17:00:00+0000,2021-10-25T17:00:00+0000,32.212,32.055,32.055,stop,-0.5674,-1.0
2021-10-26T22:00:00+0000,2021-10-26T22:00:00+0000,32.712,32.651,32.651,stop,-0.2665,-1.0
2021-11-03T03:00:00+0000,2021-11-03T03:00:00+0000,32.582,31.912,32.148,trail,-1.412,-0.6478
2021-11-17T14:00:00+0000,2021-11-17T14:00:00+0000,29.313,29.031,29.031,stop,-1.042,-1.0
2021-11-21T18:00:00+0000,2021-11-21T19:00:00+0000,28.177,27.725,28.151,trail,-0.1723,-0.0575
2021-11-23T18:00:00+0000,2021-11-23T18:00:00+0000,27.142,27.092,27.092,stop,-0.2642,-1.0
2021-12-08T17:00:00+0000,2021-12-08T17:00:00+0000,22.295,22.004,22.105,trail,-0.9322,-0.6529
2021-12-19T06:00:00+0000,2021-12-19T08:00:00+0000,19.93,19.578,19.767,trail,-0.8979,-0.4631
2021-12-20T18:00:00+0000,2021-12-20T22:00:00+0000,18.54,18.345,18.611,trail,0.303,0.3641
2022-01-04T01:00:00+0000,2022-01-04T02:00:00+0000,23.274,22.789,22.976,trail,-1.3604,-0.6144
2022-01-07T11:00:00+0000,2022-01-07T23:00:00+0000,24.58,23.383,25.979,trail,5.6116,1.1688
2022-01-09T00:00:00+0000,2022-01-09T08:00:00+0000,25.312,24.154,26.219,trail,3.5033,0.7832
2022-01-10T18:00:00+0000,2022-01-10T19:00:00+0000,26.964,25.929,26.894,trail,-0.3396,-0.0676
2022-01-14T18:00:00+0000,2022-01-15T07:00:00+0000,24.701,24.54,25.612,trail,3.6081,5.6584
2022-01-19T00:00:00+0000,2022-01-19T03:00:00+0000,22.951,22.349,22.349,stop,-2.703,-1.0
2022-01-20T17:00:00+0000,2022-01-20T17:00:00+0000,22.546,22.451,22.451,stop,-0.5014,-1.0
2022-01-28T01:00:00+0000,2022-01-28T01:00:00+0000,15.218,14.533,14.966,trail,-1.7359,-0.3679
2022-02-04T01:00:00+0000,2022-02-04T01:00:00+0000,16.13,16.016,16.016,stop,-0.7868,-1.0
2022-02-12T20:00:00+0000,2022-02-12T20:00:00+0000,16.206,16.12,16.12,stop,-0.6107,-1.0
2022-02-14T16:00:00+0000,2022-02-14T18:00:00+0000,15.795,15.751,15.751,stop,-0.3586,-1.0
2022-02-15T01:00:00+0000,2022-02-15T21:00:00+0000,15.86,15.643,16.855,trail,6.1936,4.5853
2022-02-19T17:00:00+0000,2022-02-19T18:00:00+0000,15.303,15.132,15.259,trail,-0.3675,-0.2573
2022-02-21T04:00:00+0000,2022-02-21T09:00:00+0000,15.012,14.833,14.986,trail,-0.2532,-0.1453
2022-02-21T17:00:00+0000,2022-02-21T17:00:00+0000,14.651,14.023,14.492,trail,-1.1653,-0.2532
2022-02-24T23:00:00+0000,2022-02-25T19:00:00+0000,13.03,12.96,13.76,trail,5.5225,10.4286
2022-02-27T14:00:00+0000,2022-02-27T14:00:00+0000,14.568,14.16,14.354,trail,-1.549,-0.5245
2022-03-11T09:00:00+0000,2022-03-11T15:00:00+0000,13.205,13.034,13.2,trail,-0.1179,-0.0292
2022-03-16T04:00:00+0000,2022-03-16T18:00:00+0000,13.799,13.679,14.049,trail,1.7317,2.0833
2022-03-18T08:00:00+0000,2022-03-18T22:00:00+0000,14.413,14.226,14.888,trail,3.2156,2.5401
2022-03-22T07:00:00+0000,2022-03-22T08:00:00+0000,15.501,15.452,15.452,stop,-0.3961,-1.0
2022-03-23T18:00:00+0000,2022-03-23T18:00:00+0000,15.642,15.592,15.592,stop,-0.3997,-1.0
2022-03-24T02:00:00+0000,2022-03-24T03:00:00+0000,15.79,15.58,15.621,trail,-1.1503,-0.8048
2022-03-24T18:00:00+0000,2022-03-24T19:00:00+0000,16.199,16.139,16.159,trail,-0.3269,-0.6667
2022-04-01T17:00:00+0000,2022-04-01T20:00:00+0000,17.122,16.941,17.128,trail,-0.045,0.0331
2022-04-02T23:00:00+0000,2022-04-02T23:00:00+0000,17.551,17.341,17.341,stop,-1.2765,-1.0
2022-04-13T15:00:00+0000,2022-04-14T06:00:00+0000,13.983,13.673,14.132,trail,0.9856,0.4806
2022-04-15T07:00:00+0000,2022-04-15T07:00:00+0000,13.878,13.858,13.858,stop,-0.2241,-1.0
2022-04-24T06:00:00+0000,2022-04-24T08:00:00+0000,13.536,13.401,13.444,trail,-0.7597,-0.6815
2022-04-25T13:00:00+0000,2022-04-26T03:00:00+0000,12.902,12.646,13.33,trail,3.2373,1.6719
2022-04-28T11:00:00+0000,2022-04-28T11:00:00+0000,12.792,12.745,12.773,trail,-0.2285,-0.4043
2022-05-02T16:00:00+0000,2022-05-02T16:00:00+0000,11.177,10.861,11.045,trail,-1.261,-0.4177
2022-05-02T23:00:00+0000,2022-05-03T00:00:00+0000,11.206,11.028,11.071,trail,-1.2847,-0.7584
2022-05-10T08:00:00+0000,2022-05-10T14:00:00+0000,8.805,8.618,8.802,trail,-0.1141,-0.016
2022-05-12T18:00:00+0000,2022-05-12T18:00:00+0000,6.674,6.51,6.51,stop,-2.5373,-1.0
2022-05-14T20:00:00+0000,2022-05-15T02:00:00+0000,6.983,6.93,7.072,trail,1.1945,1.6792
2022-05-15T14:00:00+0000,2022-05-16T01:00:00+0000,7.446,7.22,7.667,trail,2.888,0.9779
2022-05-17T23:00:00+0000,2022-05-18T01:00:00+0000,7.66,7.504,7.595,trail,-0.9286,-0.4167
2022-05-20T13:00:00+0000,2022-05-20T13:00:00+0000,7.196,7.144,7.144,stop,-0.8026,-1.0
2022-05-24T18:00:00+0000,2022-05-25T05:00:00+0000,7.034,6.87,7.193,trail,2.1804,0.9695
2022-06-01T00:00:00+0000,2022-06-01T00:00:00+0000,7.588,7.499,7.499,stop,-1.2529,-1.0
2022-06-04T17:00:00+0000,2022-06-05T07:00:00+0000,6.942,6.736,7.281,trail,4.8033,1.6456
2022-06-15T13:00:00+0000,2022-06-15T14:00:00+0000,6.37,5.956,6.327,trail,-0.755,-0.1039
2022-06-19T22:00:00+0000,2022-06-20T00:00:00+0000,6.588,6.525,6.525,stop,-1.0363,-1.0
2022-07-08T03:00:00+0000,2022-07-08T05:00:00+0000,6.71,6.574,6.671,trail,-0.6612,-0.2868
2022-07-11T10:00:00+0000,2022-07-11T11:00:00+0000,6.255,6.157,6.2,trail,-0.9593,-0.5612
2022-07-15T21:00:00+0000,2022-07-16T00:00:00+0000,6.33,6.159,6.214,trail,-1.9125,-0.6784
2022-07-17T08:00:00+0000,2022-07-17T09:00:00+0000,6.596,6.523,6.523,stop,-1.1867,-1.0
2022-07-23T22:00:00+0000,2022-07-24T10:00:00+0000,6.756,6.628,6.976,trail,3.1764,1.7187
2022-07-29T17:00:00+0000,2022-07-29T23:00:00+0000,7.835,7.693,7.884,trail,0.5454,0.3451
2022-08-06T01:00:00+0000,2022-08-06T03:00:00+0000,7.809,7.757,7.775,trail,-0.5154,-0.6538
2022-08-14T09:00:00+0000,2022-08-14T10:00:00+0000,9.239,9.19,9.19,stop,-0.6104,-1.0
2022-08-21T01:00:00+0000,2022-08-21T06:00:00+0000,6.879,6.835,6.907,trail,0.327,0.6364
2022-08-23T11:00:00+0000,2022-08-23T12:00:00+0000,7.036,6.934,7.0,trail,-0.5917,-0.3529
2022-08-30T22:00:00+0000,2022-08-30T23:00:00+0000,6.577,6.441,6.555,trail,-0.4145,-0.1618
2022-09-01T13:00:00+0000,2022-09-01T14:00:00+0000,6.661,6.547,6.547,stop,-1.7915,-1.0
2022-09-05T17:00:00+0000,2022-09-06T01:00:00+0000,7.242,7.125,7.296,trail,0.6657,0.4615
2022-09-11T10:00:00+0000,2022-09-11T13:00:00+0000,7.994,7.893,7.914,trail,-1.0808,-0.7921
2022-09-16T13:00:00+0000,2022-09-16T16:00:00+0000,7.663,7.55,7.635,trail,-0.4454,-0.2478
2022-09-28T00:00:00+0000,2022-09-28T02:00:00+0000,8.053,7.748,8.065,trail,0.069,0.0393
2022-10-11T18:00:00+0000,2022-10-11T18:00:00+0000,7.271,7.205,7.205,stop,-0.9877,-1.0
2022-10-12T08:00:00+0000,2022-10-12T11:00:00+0000,7.225,7.191,7.191,stop,-0.5506,-1.0
2022-10-15T13:00:00+0000,2022-10-15T16:00:00+0000,6.936,6.836,6.916,trail,-0.3684,-0.2
2022-10-23T06:00:00+0000,2022-10-23T06:00:00+0000,6.934,6.921,6.921,stop,-0.2675,-1.0
2022-10-25T22:00:00+0000,2022-10-25T22:00:00+0000,7.078,6.992,7.053,trail,-0.4332,-0.2907
2022-10-27T07:00:00+0000,2022-10-27T07:00:00+0000,7.247,7.208,7.208,stop,-0.6182,-1.0
2022-10-29T11:00:00+0000,2022-10-29T11:00:00+0000,7.198,7.168,7.168,stop,-0.4968,-1.0
2022-10-30T05:00:00+0000,2022-10-30T08:00:00+0000,7.736,7.673,7.673,stop,-0.8944,-1.0
2022-11-05T19:00:00+0000,2022-11-05T21:00:00+0000,8.854,8.803,8.803,stop,-0.656,-1.0
2022-11-07T12:00:00+0000,2022-11-07T22:00:00+0000,8.233,8.072,8.684,trail,5.398,2.8012
2022-11-08T03:00:00+0000,2022-11-08T03:00:00+0000,8.861,8.816,8.816,stop,-0.5878,-1.0
2022-11-10T02:00:00+0000,2022-11-10T09:00:00+0000,6.378,6.083,6.656,trail,4.2787,0.9424
2022-11-18T04:00:00+0000,2022-11-18T04:00:00+0000,6.334,6.303,6.303,stop,-0.5694,-1.0
2022-12-08T21:00:00+0000,2022-12-09T00:00:00+0000,6.993,6.914,6.973,trail,-0.366,-0.2532
2022-12-13T19:00:00+0000,2022-12-14T01:00:00+0000,6.857,6.778,6.879,trail,0.2408,0.2785
2022-12-25T09:00:00+0000,2022-12-25T14:00:00+0000,5.933,5.917,5.917,stop,-0.3497,-1.0
2023-01-01T13:00:00+0000,2023-01-01T13:00:00+0000,5.571,5.556,5.556,stop,-0.3493,-1.0
2023-01-08T07:00:00+0000,2023-01-08T10:00:00+0000,5.84,5.81,5.81,stop,-0.5937,-1.0
2023-01-08T22:00:00+0000,2023-01-09T13:00:00+0000,5.829,5.809,6.131,trail,5.101,15.1
2023-01-25T23:00:00+0000,2023-01-26T07:00:00+0000,6.878,6.806,6.903,trail,0.2835,0.3472
2023-01-29T03:00:00+0000,2023-01-29T13:00:00+0000,7.287,7.146,7.348,trail,0.7571,0.4326
2023-01-29T21:00:00+0000,2023-01-29T22:00:00+0000,7.391,7.316,7.371,trail,-0.3506,-0.2667
2023-02-15T15:00:00+0000,2023-02-16T08:00:00+0000,6.866,6.846,7.26,trail,5.6584,19.7
2023-02-27T16:00:00+0000,2023-02-27T16:00:00+0000,7.367,7.245,7.245,stop,-1.736,-1.0
2023-03-05T03:00:00+0000,2023-03-05T07:00:00+0000,6.92,6.803,6.915,trail,-0.1523,-0.0427
2023-03-07T04:00:00+0000,2023-03-07T06:00:00+0000,6.943,6.902,6.919,trail,-0.4257,-0.5854
2023-03-28T22:00:00+0000,2023-03-30T00:00:00+0000,6.905,6.887,7.324,trail,5.9881,23.2778
2023-04-03T11:00:00+0000,2023-04-03T14:00:00+0000,7.294,7.244,7.244,stop,-0.7655,-1.0
2023-04-09T03:00:00+0000,2023-04-09T05:00:00+0000,7.161,7.116,7.14,trail,-0.3733,-0.4667
2023-04-10T20:00:00+0000,2023-04-10T20:00:00+0000,7.285,7.27,7.27,stop,-0.2859,-1.0
2023-04-16T20:00:00+0000,2023-04-16T20:00:00+0000,8.046,7.986,7.986,stop,-0.8257,-1.0
2023-05-10T15:00:00+0000,2023-05-10T17:00:00+0000,6.6,6.504,6.504,stop,-1.5345,-1.0
2023-05-10T22:00:00+0000,2023-05-11T00:00:00+0000,6.574,6.509,6.531,trail,-0.7341,-0.6615
2023-05-22T05:00:00+0000,2023-05-22T15:00:00+0000,6.439,6.392,6.505,trail,0.945,1.4043
2023-05-23T05:00:00+0000,2023-05-23T07:00:00+0000,6.585,6.543,6.543,stop,-0.7178,-1.0
2023-06-02T21:00:00+0000,2023-06-03T00:00:00+0000,6.43,6.393,6.427,trail,-0.1267,-0.0811
2023-06-04T05:00:00+0000,2023-06-04T16:00:00+0000,6.435,6.421,6.489,trail,0.7592,3.8571
2023-06-08T03:00:00+0000,2023-06-08T03:00:00+0000,5.943,5.899,5.899,stop,-0.8204,-1.0
2023-06-14T20:00:00+0000,2023-06-14T20:00:00+0000,5.444,5.328,5.328,stop,-2.2108,-1.0
2023-06-17T08:00:00+0000,2023-06-17T12:00:00+0000,5.348,5.25,5.344,trail,-0.1548,-0.0408
2023-07-05T00:00:00+0000,2023-07-05T00:00:00+0000,6.521,6.494,6.494,stop,-0.494,-1.0
2023-07-17T19:00:00+0000,2023-07-18T03:00:00+0000,6.795,6.628,7.093,trail,4.3056,1.7844
2023-07-18T05:00:00+0000,2023-07-18T06:00:00+0000,7.132,7.043,7.043,stop,-1.3279,-1.0
2023-07-19T21:00:00+0000,2023-07-19T21:00:00+0000,6.947,6.945,6.945,stop,-0.1088,-1.0
2023-07-31T02:00:00+0000,2023-07-31T04:00:00+0000,7.635,7.475,7.579,trail,-0.8135,-0.35
2023-08-07T04:00:00+0000,2023-08-07T06:00:00+0000,7.163,7.1,7.128,trail,-0.5686,-0.5556
2023-08-08T23:00:00+0000,2023-08-09T02:00:00+0000,7.435,7.337,7.382,trail,-0.7928,-0.5408
2023-08-13T00:00:00+0000,2023-08-13T09:00:00+0000,7.442,7.383,7.481,trail,0.4441,0.661
2023-08-13T21:00:00+0000,2023-08-13T21:00:00+0000,7.5,7.451,7.451,stop,-0.7333,-1.0
2023-08-19T18:00:00+0000,2023-08-19T18:00:00+0000,6.208,6.148,6.177,trail,-0.5794,-0.5167
2023-09-28T17:00:00+0000,2023-09-28T18:00:00+0000,7.844,7.765,7.799,trail,-0.6537,-0.5696
2023-09-29T16:00:00+0000,2023-09-30T08:00:00+0000,7.814,7.694,8.016,trail,2.5051,1.6833
2023-10-02T09:00:00+0000,2023-10-02T09:00:00+0000,8.01,7.91,7.91,stop,-1.3284,-1.0
2023-10-04T18:00:00+0000,2023-10-05T02:00:00+0000,7.641,7.488,7.606,trail,-0.5381,-0.2288
2023-10-06T19:00:00+0000,2023-10-06T23:00:00+0000,7.643,7.617,7.635,trail,-0.1847,-0.3077
2023-10-22T19:00:00+0000,2023-10-23T07:00:00+0000,9.42,9.219,10.444,trail,10.7905,5.0945
2023-10-24T00:00:00+0000,2023-10-24T01:00:00+0000,10.578,10.105,10.424,trail,-1.5359,-0.3256
