run_order,layer,case_package,case_id,case_type,status,depends_on,symbol,timeframe,bars,data_source,pine_preset_name,enable_long,enable_short,allow_flip,regime_lock,max_entries,cooldown_bars,signal_mode,st_atr_len,st_factor,st_use_wicks,st_use_ha,equity_source,use_notional_assert,use_ma_filter,ma_type,ma_length,use_ma_slope_filter,ma_slope_len,ma_slope_min_pct,use_mcginley_filter,mcginley_length,risk_per_long_pct,risk_per_short_pct,fallback_size_pct,max_leverage_cap,sl_mode,sl_atr_len,sl_atr_mult,sl_pct,tp_mode,tp_atr_len,tp_atr_mult,primary_change,expected_trade_behavior,llm_auto_status,llm_last_run_utc,llm_agent,pine_trades,pine_win_rate_pct,pine_net_pnl_pct,pine_max_dd_pct,python_trades,python_win_rate_pct,python_net_pnl_pct,python_max_dd_pct,parity_verdict,artifacts,manual_tw_status,manual_tw_date,manual_tw_xlsx,manual_tw_trade_count,manual_tw_win_rate_pct,manual_tw_net_pnl_pct,manual_tw_max_dd_pct,manual_tw_verdict,notes,use_volume_filter,vol_sma_length,vol_sma_mult,use_adx_filter,adx_length,adx_threshold,use_chop_filter,chop_length,chop_threshold,use_atr_vol_floor,atr_vol_floor_fast_len,atr_vol_floor_baseline_len,atr_vol_floor_mult,use_macd_regime_filter,use_macd_cross_filter,use_macd_hist_filter,macd_hist_mode,use_macd_zero_dist_filter,macd_zero_dist_min,macd_fast_len,macd_slow_len,macd_sig_len,macd_source,macd_htf_timeframe,use_macd_htf_bias,use_sl,exit_on_ma_block,exit_on_ma_slope_block,exit_on_mcginley_block,exit_on_htf_trend_block,exit_on_vol_block,exit_on_atr_vol_block,exit_on_range_block,use_time_stop,time_stop_bars,time_stop_condition,time_stop_eod,time_stop_eow,use_daily_loss_limit,max_daily_loss_pct,use_max_trades_per_day,max_trades_per_day,use_max_drawdown_guard,max_drawdown_pct,use_consecutive_loss_halt,max_consecutive_losses,use_equity_curve_filter,equity_ma_length,use_mae_guard,max_mae_pct,use_guard_recovery,guard_recovery_mode,guard_recovery_bars,guard_recovery_signals,use_confirm_transform,confirm_bars,confirm_close_crosses,exit_on_filter_block,use_eod_exit,use_eow_exit,daily_loss_limit_pct,use_max_trades_day,use_consec_loss_guard,max_consec_losses,use_equity_curve_guard,equity_curve_ma_len,use_candle_pattern_gate,candle_pattern_lookback,use_level_proximity_gate,level_proximity_threshold_pct,exit_on_candle_pattern_block,exit_on_level_prox_block,require_raw_still_true,refresh_on_new_raw,use_level_retest,retest_timeout_bars,retest_buffer_pct,use_break_even,be_trigger_r,be_buffer_r,use_trailing,trail_start_r,trail_distance_atr_mult,tp1_r_multiple,tp1_close_pct,tp2_r_multiple,tp_percent,exit_on_opposite_signal,level_proximity_lookback,use_htf_trend_filter,htf_trend_timeframe,htf_trend_ma_type,htf_trend_ma_len,htf_trend_buffer_pct,use_ma_mtf,ma_htf_timeframe,use_momentum_filter,momentum_mode,momentum_atr_len,momentum_atr_mult,momentum_roc_min_pct,use_session_filter,session_name,session_custom_string,mcginley_use_higher_timeframe,mcginley_htf_timeframe,adx_use_higher_timeframe,adx_htf_timeframe,chop_use_higher_timeframe,chop_htf_timeframe,category,case_status,expected_result,tracker_agent,row,description
11,L4,SL_VARIANT,AUTO_011,AUTO_ACTIVE,DONE,AUTO_001,BTCUSDT,1h,1000,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,3.5,,,,,Wide SL,"Trades should last longer, parity still must hold",PASS,2026-03-22T14:02:51.118372+00:00,Codex,13,61.54,1.4664,3.06,13,61.54,1.4664,3.06,PASS,reports\tracker_cases\AUTO_011\parity_compare.json; reports\tracker_cases\AUTO_011\parity_trade_report.csv; reports\tracker_cases\AUTO_011\python_trades_v2.csv; reports\tracker_cases\AUTO_011\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=AUTO_011 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,L6,SIZING_VARIANT,AUTO_012,AUTO_ACTIVE,DONE,AUTO_001,BTCUSDT,1h,1000,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Equity,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,Equity sizing source,"Qty path changes, parity must hold",PASS,2026-03-22T14:02:54.110002+00:00,Codex,14,42.86,2.6531,5.43,14,42.86,2.6531,5.43,PASS,reports\tracker_cases\AUTO_012\parity_compare.json; reports\tracker_cases\AUTO_012\parity_trade_report.csv; reports\tracker_cases\AUTO_012\python_trades_v2.csv; reports\tracker_cases\AUTO_012\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=AUTO_012 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,L6,SIZING_VARIANT,AUTO_013,AUTO_ACTIVE,DONE,AUTO_001,BTCUSDT,1h,1000,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,0.5,0.5,10.0,1.0,ATR,14,2.0,,,,,Half risk,"Qty should drop, parity must hold",PASS,2026-03-22T14:02:57.379388+00:00,Codex,14,42.86,1.3538,2.71,14,42.86,1.3538,2.71,PASS,reports\tracker_cases\AUTO_013\parity_compare.json; reports\tracker_cases\AUTO_013\parity_trade_report.csv; reports\tracker_cases\AUTO_013\python_trades_v2.csv; reports\tracker_cases\AUTO_013\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=AUTO_013 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,L6,SIZING_VARIANT,AUTO_014,AUTO_ACTIVE,DONE,AUTO_001,BTCUSDT,1h,1000,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,2.0,2.0,10.0,1.0,ATR,14,2.0,,,,,Double risk,"Qty should rise, parity must hold",PASS,2026-03-22T16:25:58.352568+00:00,Claude,14,42.86,3.7964,9.16,14,42.86,3.7964,9.16,PASS,reports\tracker_cases\AUTO_014\parity_compare.json; reports\tracker_cases\AUTO_014\parity_trade_report.csv; reports\tracker_cases\AUTO_014\python_trades_v2.csv; reports\tracker_cases\AUTO_014\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=AUTO_014 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,L6,SIZING_VARIANT,AUTO_015,AUTO_ACTIVE,DONE,AUTO_001,BTCUSDT,1h,1000,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,2.0,ATR,14,2.0,,,,,2x leverage cap,"Qty ceiling changes, parity must hold",PASS,2026-03-22T16:26:01.414395+00:00,Claude,14,42.86,2.5661,5.37,14,42.86,2.5661,5.37,PASS,reports\tracker_cases\AUTO_015\parity_compare.json; reports\tracker_cases\AUTO_015\parity_trade_report.csv; reports\tracker_cases\AUTO_015\python_trades_v2.csv; reports\tracker_cases\AUTO_015\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=AUTO_015 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,L6,SIZING_VARIANT,AUTO_016,AUTO_ACTIVE,DONE,AUTO_001,BTCUSDT,1h,1000,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,True,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,Notional assert on,Reject path must match if hit,PASS,2026-03-22T14:03:06.971447+00:00,Codex,14,42.86,2.5789,5.41,14,42.86,2.5789,5.41,PASS,reports\tracker_cases\AUTO_016\parity_compare.json; reports\tracker_cases\AUTO_016\parity_trade_report.csv; reports\tracker_cases\AUTO_016\python_trades_v2.csv; reports\tracker_cases\AUTO_016\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=AUTO_016 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,L5,TP_LAYER,PLAN_017,PLANNED_LAYER_GATE,DONE,AUTO_001,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,ATR,14,3.0,Unlock ATR TP,Use after L5 implementation exists on both sides,PASS,2026-03-24T08:28:26.466732+00:00,Claude,138,31.88,-25.2279,29.28,138,31.88,-25.2279,29.28,PASS,reports\tracker_cases\PLAN_017\parity_compare.json; reports\tracker_cases\PLAN_017\parity_trade_report.csv; reports\tracker_cases\PLAN_017\python_trades_v2.csv; reports\tracker_cases\PLAN_017\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_017 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,L6a,BASKET_LAYER,PLAN_018,PLANNED_LAYER_GATE,DONE,AUTO_001,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,2,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,Unlock basket state,Use after L6a working-exit state is live,PASS,2026-03-24T08:29:27.579941+00:00,Claude,133,21.05,-20.7057,27.08,133,21.05,-20.7057,27.08,PASS,reports\tracker_cases\PLAN_018\parity_compare.json; reports\tracker_cases\PLAN_018\parity_trade_report.csv; reports\tracker_cases\PLAN_018\python_trades_v2.csv; reports\tracker_cases\PLAN_018\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_018 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,L6b,PRICE_EXIT_LAYER,PLAN_019,PLANNED_LAYER_GATE,DONE,PLAN_018,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,ATR,14,3.0,Unlock PriceExitEngine book,Use after L6b ambiguity logic exists,PASS,2026-03-24T08:29:47.208465+00:00,Claude,138,31.88,-25.2279,29.28,138,31.88,-25.2279,29.28,PASS,reports\tracker_cases\PLAN_019\parity_compare.json; reports\tracker_cases\PLAN_019\parity_trade_report.csv; reports\tracker_cases\PLAN_019\python_trades_v2.csv; reports\tracker_cases\PLAN_019\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_019 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,L7,BREAK_EVEN_LAYER,PLAN_020,PLANNED_LAYER_GATE,DONE,PLAN_019,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,Unlock break-even,Use after L7 implementation exists,PASS,2026-03-24T08:31:38.126006+00:00,Claude,140,32.86,-42.9627,45.41,140,32.86,-42.9627,45.41,PASS,reports\tracker_cases\PLAN_020\parity_compare.json; reports\tracker_cases\PLAN_020\parity_trade_report.csv; reports\tracker_cases\PLAN_020\python_trades_v2.csv; reports\tracker_cases\PLAN_020\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_020 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,True,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,L8,TRAILING_LAYER,PLAN_021,PLANNED_LAYER_GATE,DONE,PLAN_020,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,Unlock trailing stop,Use after L8 implementation exists,PASS,2026-03-24T08:32:04.243397+00:00,Claude,136,27.94,-36.4743,38.85,136,27.94,-36.4743,38.85,PASS,reports\tracker_cases\PLAN_021\parity_compare.json; reports\tracker_cases\PLAN_021\parity_trade_report.csv; reports\tracker_cases\PLAN_021\python_trades_v2.csv; reports\tracker_cases\PLAN_021\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_021 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,True,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,L9,MULTI_TP_LAYER,PLAN_022,PLANNED_LAYER_GATE,DONE,PLAN_021,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,Multi-TP,14,3.0,Unlock multi-TP,Use after L9 implementation exists,PASS,2026-03-24T08:34:07.001863+00:00,Claude,162,35.19,-13.0188,24.24,162,35.19,-13.0188,24.24,PASS,reports\tracker_cases\PLAN_022\parity_compare.json; reports\tracker_cases\PLAN_022\parity_trade_report.csv; reports\tracker_cases\PLAN_022\python_trades_v2.csv; reports\tracker_cases\PLAN_022\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_022 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,3.0,50.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,L10,SL_EXTRA_LAYER,PLAN_023,PLANNED_LAYER_GATE,DONE,PLAN_022,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,Percent,,,2.0,,,,Unlock SL extra modes,Use after L10 implementation exists,PASS,2026-03-24T08:34:30.865816+00:00,Claude,133,27.82,-14.4643,20.14,133,27.82,-14.4643,20.14,PASS,reports\tracker_cases\PLAN_023\parity_compare.json; reports\tracker_cases\PLAN_023\parity_trade_report.csv; reports\tracker_cases\PLAN_023\python_trades_v2.csv; reports\tracker_cases\PLAN_023\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_023 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,L11,TP_EXTRA_LAYER,PLAN_024,PLANNED_LAYER_GATE,DONE,PLAN_023,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,Percent,14,3.0,Unlock TP extra modes,Use after L11 implementation exists,PASS,2026-03-24T08:34:57.379515+00:00,Claude,134,27.61,-14.325,21.48,134,27.61,-14.325,21.48,PASS,reports\tracker_cases\PLAN_024\parity_compare.json; reports\tracker_cases\PLAN_024\parity_trade_report.csv; reports\tracker_cases\PLAN_024\python_trades_v2.csv; reports\tracker_cases\PLAN_024\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_024 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,L12,FILTER_LAYER,PLAN_025,PLANNED_LAYER_GATE,DONE,PLAN_024,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,True,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,Unlock filters,Use after each filter is added layer by layer,PASS,2026-03-24T08:37:24.662984+00:00,Claude,86,22.09,-6.4101,17.42,86,22.09,-6.4101,17.42,PASS,reports\tracker_cases\PLAN_025\parity_compare.json; reports\tracker_cases\PLAN_025\parity_trade_report.csv; reports\tracker_cases\PLAN_025\python_trades_v2.csv; reports\tracker_cases\PLAN_025\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_025 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,L13,EXIT_OPP_LAYER,PLAN_026,PLANNED_LAYER_GATE,DONE,PLAN_025,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,Unlock explicit OPP exit package,Use after exit pack is reopened,PASS,2026-03-24T08:37:50.077397+00:00,Claude,133,21.05,-20.7057,27.08,133,21.05,-20.7057,27.08,PASS,reports\tracker_cases\PLAN_026\parity_compare.json; reports\tracker_cases\PLAN_026\parity_trade_report.csv; reports\tracker_cases\PLAN_026\python_trades_v2.csv; reports\tracker_cases\PLAN_026\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_026 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,L14,EXIT_FILTER_BLOCK_LAYER,PLAN_027,PLANNED_LAYER_GATE,DONE,PLAN_026,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,True,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,Unlock FILTER_BLOCK exit,Use after L14 implementation exists,PASS,2026-03-24T08:39:22.794662+00:00,Claude,91,17.58,-9.5072,18.13,91,17.58,-9.5072,18.13,PASS,reports\tracker_cases\PLAN_027\parity_compare.json; reports\tracker_cases\PLAN_027\parity_trade_report.csv; reports\tracker_cases\PLAN_027\python_trades_v2.csv; reports\tracker_cases\PLAN_027\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_027 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,L15,TIME_EXIT_LAYER,PLAN_028,PLANNED_LAYER_GATE,DONE,PLAN_027,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,Unlock time exits,Use after L15 implementation exists,PASS,2026-03-24T08:39:48.151927+00:00,Claude,138,23.91,-17.8192,25.15,138,23.91,-17.8192,25.15,PASS,reports\tracker_cases\PLAN_028\parity_compare.json; reports\tracker_cases\PLAN_028\parity_trade_report.csv; reports\tracker_cases\PLAN_028\python_trades_v2.csv; reports\tracker_cases\PLAN_028\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_028 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,L16,GUARD_LAYER,PLAN_029,PLANNED_LAYER_GATE,DONE,PLAN_028,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,Unlock guards,Use after L16 implementation exists,PASS,2026-03-24T08:40:09.379935+00:00,Claude,51,23.53,-2.3415,10.2,51,23.53,-2.3415,10.2,PASS,reports\tracker_cases\PLAN_029\parity_compare.json; reports\tracker_cases\PLAN_029\parity_trade_report.csv; reports\tracker_cases\PLAN_029\python_trades_v2.csv; reports\tracker_cases\PLAN_029\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_029 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,True,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,L18,CONFIRMATION_LAYER,PLAN_030,PLANNED_LAYER_GATE,DONE,PLAN_029,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,Unlock confirmation transform,Use after L18 implementation exists,PASS,2026-03-24T08:41:24.967826+00:00,Claude,0,0.0,0.0,0.0,0,0.0,0.0,0.0,PASS,reports\tracker_cases\PLAN_030\parity_compare.json; reports\tracker_cases\PLAN_030\parity_trade_report.csv; reports\tracker_cases\PLAN_030\python_trades_v2.csv; reports\tracker_cases\PLAN_030\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_030 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,True,3,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
