trade_count,assets_tested,net_return_after_costs,profit_factor,win_rate,average_trade,median_trade,expectancy,average_winner,average_loser,max_drawdown,return_over_dd,exposure,average_hold_bars,best_asset,worst_asset,concentration_warning,candidate_id,parameter_set,timeframe
755,17,169.5566,1.2935,43.9735,1.7028,-1.6757,1.7028,17.0672,-10.3563,-97.5024,1.739,10.7722,10.7722,AVAXUSDT,LTCUSDT,False,BIGBELUGA,"{""atr_len"": 10, ""atr_mult"": 3, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 1, ""rsi"": 14}",1D
751,17,147.6169,1.2924,44.2077,1.701,-1.665,1.701,17.006,-10.4261,-97.8877,1.508,10.9174,10.9174,AVAXUSDT,LTCUSDT,False,BIGBELUGA,"{""atr_len"": 14, ""atr_mult"": 3, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 1, ""rsi"": 14}",1D
1725,17,3.4179,1.2915,45.6232,1.7099,-1.5184,1.7099,16.6038,-10.7863,-99.8742,0.0342,10.7623,10.7623,AVAXUSDT,LTCUSDT,True,BIGBELUGA,"{""atr_len"": 14, ""atr_mult"": 3, ""hold"": 12, ""mode"": ""choch"", ""ms"": 5, ""pivot_delay"": 3, ""rsi"": 14}",1D
923,17,66.4039,1.285,46.4789,1.6366,-0.9583,1.6366,15.8749,-10.7283,-99.6124,0.6666,11.0444,11.0444,OPUSDT,DOGEUSDT,False,BIGBELUGA,"{""atr_len"": 21, ""atr_mult"": 3, ""hold"": 12, ""mode"": ""combined"", ""ms"": 5, ""pivot_delay"": 1, ""rsi"": 14}",1D
969,17,414.0396,1.2832,43.2405,1.5105,-2.1722,1.5105,15.8284,-9.3972,-98.9922,4.1825,9.547,9.547,SOLUSDT,LTCUSDT,False,BIGBELUGA,"{""atr_len"": 10, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 5, ""pivot_delay"": 1, ""rsi"": 14}",1D
933,17,32.6777,1.2746,46.0879,1.5807,-1.0829,1.5807,15.9213,-10.6788,-99.625,0.328,10.8349,10.8349,SOLUSDT,LTCUSDT,False,BIGBELUGA,"{""atr_len"": 10, ""atr_mult"": 3, ""hold"": 12, ""mode"": ""combined"", ""ms"": 5, ""pivot_delay"": 1, ""rsi"": 14}",1D
788,17,45.4604,1.2664,40.8629,1.4831,-3.0581,1.4831,17.2524,-9.4133,-97.5628,0.466,9.5241,9.5241,LINKUSDT,DOTUSDT,False,BIGBELUGA,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 1, ""rsi"": 14}",1D
1871,17,-44.903,1.2525,43.2924,1.4071,-3.1872,1.4071,16.1223,-9.827,-99.9814,-0.4491,9.3169,9.3169,AVAXUSDT,DOTUSDT,False,BIGBELUGA,"{""atr_len"": 10, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""choch"", ""ms"": 5, ""pivot_delay"": 3, ""rsi"": 14}",1D
970,17,-10.9144,1.247,43.1959,1.3565,-2.1833,1.3565,15.8549,-9.6685,-99.362,-0.1098,9.6412,9.6412,LINKUSDT,LTCUSDT,False,BIGBELUGA,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 5, ""pivot_delay"": 1, ""rsi"": 14}",1D
1733,17,-98.9709,1.2419,45.2395,1.4548,-1.769,1.4548,16.5088,-10.9818,-99.8843,-0.9909,10.637,10.637,AVAXUSDT,LTCUSDT,True,BIGBELUGA,"{""atr_len"": 10, ""atr_mult"": 3, ""hold"": 12, ""mode"": ""choch"", ""ms"": 5, ""pivot_delay"": 3, ""rsi"": 14}",1D
958,17,-48.7717,1.2356,43.8413,1.316,-1.8885,1.316,15.7413,-9.9454,-99.828,-0.4886,9.8967,9.8967,AVAXUSDT,LTCUSDT,False,BIGBELUGA,"{""atr_len"": 21, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 5, ""pivot_delay"": 1, ""rsi"": 14}",1D
932,17,-82.8208,1.2351,45.7082,1.38,-1.1626,1.38,15.8602,-10.8109,-99.8948,-0.8291,10.927,10.927,OPUSDT,LTCUSDT,False,BIGBELUGA,"{""atr_len"": 14, ""atr_mult"": 3, ""hold"": 12, ""mode"": ""combined"", ""ms"": 5, ""pivot_delay"": 1, ""rsi"": 14}",1D
776,17,-65.8345,1.2286,41.4948,1.3168,-2.6877,1.3168,17.0586,-9.848,-99.1042,-0.6643,9.7139,9.7139,AVAXUSDT,OPUSDT,False,BIGBELUGA,"{""atr_len"": 21, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 1, ""rsi"": 14}",1D
