timestamp,open,high,low,close,volume,session_vwap,close_slope,vwap_slope,below_vwap_ratio,above_vwap_ratio,range_width_pct,range_bound,downside_capitulation,upside_capitulation,trend_continuation_long,trend_continuation_short,right_side_v_long,right_side_v_short,long_rejected_by_vwap,short_rejected_by_vwap,raw_long_pulse,raw_short_pulse,initial_stop_long,initial_stop_short
2026-01-01T09:33:00,100.99,101.19,100.78999999999999,101.03999999999999,1000.0,100.511667,0.03,0.015,0.0,1.0,0.960016,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:34:00,101.02,101.22,100.82,101.07,1000.0,100.526667,0.03,0.015,0.0,1.0,0.959731,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:35:00,101.05,101.25,100.85,101.1,1000.0,100.541667,0.03,0.015,0.0,1.0,0.959446,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:36:00,101.08,101.28,100.88,101.13,1000.0,100.556667,0.03,0.015,0.0,1.0,0.959161,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:37:00,101.11,101.31,100.91,101.16,1000.0,100.571667,0.03,0.015,0.0,1.0,0.958877,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:38:00,101.14,101.34,100.94,101.19,1000.0,100.586667,0.03,0.015,0.0,1.0,0.958593,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:39:00,101.17,101.37,100.97,101.22,1000.0,100.601667,0.03,0.015,0.0,1.0,0.958309,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:40:00,101.2,101.4,101.0,101.25,1000.0,100.616667,0.03,0.015,0.0,1.0,0.958025,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:41:00,101.23,101.43,101.03,101.28,1000.0,100.631667,0.03,0.015,0.0,1.0,0.957741,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:42:00,101.26,101.46000000000001,101.06,101.31,1000.0,100.646667,0.03,0.015,0.0,1.0,0.957457,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:43:00,101.29,101.49000000000001,101.09,101.34,1000.0,100.661667,0.03,0.015,0.0,1.0,0.957174,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:44:00,101.32,101.52,101.11999999999999,101.36999999999999,1000.0,100.676667,0.03,0.015,0.0,1.0,0.956891,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:45:00,101.35,101.55,101.14999999999999,101.39999999999999,1000.0,100.691667,0.03,0.015,0.0,1.0,0.956607,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:46:00,101.38,101.58,101.17999999999999,101.42999999999999,1000.0,100.706667,0.03,0.015,0.0,1.0,0.956325,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:47:00,101.41,101.61,101.21,101.46,1000.0,100.721667,0.03,0.015,0.0,1.0,0.956042,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:48:00,101.44,101.64,101.24,101.49,1000.0,100.736667,0.03,0.015,0.0,1.0,0.955759,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:49:00,101.47,101.67,101.27,101.52,1000.0,100.751667,0.03,0.015,0.0,1.0,0.955477,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:50:00,101.5,101.7,101.3,101.55,1000.0,100.766667,0.03,0.015,0.0,1.0,0.955194,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:51:00,101.53,101.73,101.33,101.58,1000.0,100.781667,0.03,0.015,0.0,1.0,0.954912,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:52:00,101.56,101.76,101.36,101.61,1000.0,100.796667,0.03,0.015,0.0,1.0,0.95463,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:53:00,101.59,101.79,101.39,101.64,1000.0,100.811667,0.03,0.015,0.0,1.0,0.954349,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:54:00,101.62,101.82000000000001,101.42,101.67,1000.0,100.826667,0.03,0.015,0.0,1.0,0.954067,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:55:00,101.65,101.85000000000001,101.45,101.7,1000.0,100.841667,0.03,0.015,0.0,1.0,0.953786,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:56:00,101.68,101.88000000000001,101.48,101.73,1000.0,100.856667,0.03,0.015,0.0,1.0,0.953504,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:57:00,101.71,101.91,101.50999999999999,101.75999999999999,1000.0,100.871667,0.03,0.015,0.0,1.0,0.953223,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:58:00,101.74,101.94,101.53999999999999,101.78999999999999,1000.0,100.886667,0.03,0.015,0.0,1.0,0.952942,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T09:59:00,101.77,101.97,101.57,101.82,1000.0,100.901667,0.03,0.015,0.0,1.0,0.952662,True,False,False,False,False,False,False,False,True,False,False,,
2026-01-01T10:00:00,98.0,98.2,94.0,94.5,7000.0,100.344279,-0.638182,-0.037035,0.125,0.875,8.433862,False,True,False,False,True,False,False,False,False,False,True,,101.97
2026-01-01T10:01:00,94.4,98.6,94.0,98.7,4000.0,100.161502,-0.259091,-0.055015,0.25,0.75,8.074975,False,False,False,False,False,True,False,False,False,True,False,94.0,
2026-01-01T10:02:00,98.6,98.8,93.5,94.0,3000.0,99.96982,-0.689091,-0.073804,0.375,0.625,9.010638,False,False,False,False,False,False,False,False,False,False,False,,
