path,filename,size_bytes,sha256,url,video_id,title,duplicate_video_id,raw_transcript_suspect,is_text_readable
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_C9Pvd9UD0jM_mark_minervini_progressive_exposure.md,INTAKE_2026-05-03_C9Pvd9UD0jM_mark_minervini_progressive_exposure.md,16215,edbf5a2560f259101c9181235ad6e5a1e4c77c1deceb987d5b3688ca2a168c2a,https://www.youtube.com/watch?v=C9Pvd9UD0jM,C9Pvd9UD0jM,Mark Minervini's #1 Risk Management Secret to Grow Your Trading Profit,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_CtioOmc1Eig_charles_harris_trade_like_professional.md,INTAKE_2026-05-03_CtioOmc1Eig_charles_harris_trade_like_professional.md,20009,75010d76c96952583afcd2e5c478ac7025a5fcee34b17e5af429b08ee62a494e,https://youtu.be/CtioOmc1Eig?si=ISO4HKuamRbbh4ns,CtioOmc1Eig,Trade Like a Professional — Simple and Effective Trading Strategy with Charles Harris,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_DPA35Gug3Y4_brian_lee_smallcap_mean_reversion_progressive_exposure.md,INTAKE_2026-05-03_DPA35Gug3Y4_brian_lee_smallcap_mean_reversion_progressive_exposure.md,22541,de24bc54004fc363aa63942b25902c02d2d03003ac2778b45f720aa1d1cb220f,https://youtu.be/DPA35Gug3Y4?si=tgHSwpjijUJECVZU,DPA35Gug3Y4,Gamer Trades $5k into over $1 Million with just a 30% Win Rate - Brian Lee Trades,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_ElocJ-b_NTs_oliver_kell_10_principles.md,INTAKE_2026-05-03_ElocJ-b_NTs_oliver_kell_10_principles.md,16051,9ca8b7500ca0f7a574946cbfb16e5035d14790f59871060200313bb43e56a7ea,https://youtu.be/ElocJ-b_NTs?si=5HoHV7QnhLAqXNM1,ElocJ-b_NTs,The 10 Principles of Trading with Investing Champion Oliver Kell,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_eWtY7uoJL_0_david_ryan_price_volume_discipline.md,INTAKE_2026-05-03_eWtY7uoJL_0_david_ryan_price_volume_discipline.md,21128,c08f797a0eccb9af565a7a74cd5208648241d34362d897159facbf239ae8396c,https://youtu.be/eWtY7uoJL_0?si=9_3CvT5T5e5HyILo,eWtY7uoJL_0,Trading The Battle With Yourself | Market Wizard David Ryan,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_FiUGDA7eMyU_canslim_ross_haber.md,INTAKE_2026-05-03_FiUGDA7eMyU_canslim_ross_haber.md,17767,5a488f23ab589dc7b32f1d36af1df4bb981db61078fefa7a730bff504aaf3f1d,https://www.youtube.com/watch?v=FiUGDA7eMyU,FiUGDA7eMyU,CANSLIM Trading Strategy: Beat 99% of Investors Using This Simple Strategy,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_FtAshnE3MwM_stan_weinstein_stage_analysis.md,INTAKE_2026-05-03_FtAshnE3MwM_stan_weinstein_stage_analysis.md,19486,3dd0b2fee9f8fa66c6deb86d7249e4e70b753172a83aae0ff37fd380413381e4,https://www.youtube.com/watch?v=FtAshnE3MwM,FtAshnE3MwM,INTAKE_2026-05-03_FtAshnE3MwM_stan_weinstein_stage_analysis,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_GHZBv1W4-II_larry_williams.md,INTAKE_2026-05-03_GHZBv1W4-II_larry_williams.md,19256,c0c9397ce3ae13b776d8bab001313e411ec196527c4458dc6e946fa7f69ebca1,https://youtu.be/GHZBv1W4-II?si=de5dq3ybVKbtFD-b,GHZBv1W4-II,"11,300% Return in One Year Interview with Larry Williams",NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_jLioqyVlRkE_jim_roppel_200m_hedge_fund.md,INTAKE_2026-05-03_jLioqyVlRkE_jim_roppel_200m_hedge_fund.md,27644,8e7bce424102e718a05f0ac577d8950d65320ff37c472d9938e6e2be25e5d6a1,https://youtu.be/jLioqyVlRkE?si=HMyJ3lenMmbzZ0Tz,jLioqyVlRkE,From Blowing Up 3 Times to Managing a $200 Million Hedge Fund — Exclusive Interview with Jim Roppel,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_kao-hhaQnig_andrew_connell_event_driven_value_area.md,INTAKE_2026-05-03_kao-hhaQnig_andrew_connell_event_driven_value_area.md,17705,fff3c7c269b2bb86eb461c9e7966ad68fe144d45f783839f6a535f7960d6c066,https://youtu.be/kao-hhaQnig?si=51-SAFaUAH9-AE6y,kao-hhaQnig,103% Return in 1 Year The Simple Event Driven Trading Setup,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_lpjTNygfnzM_deepak_swing_trading_triple_digit_returns.md,INTAKE_2026-05-03_lpjTNygfnzM_deepak_swing_trading_triple_digit_returns.md,19113,d94dd49038a0abfdf548c9a449eac4cc14d131f58b58f6142afbf4e8a81bfd17,https://www.youtube.com/watch?v=lpjTNygfnzM,lpjTNygfnzM,153% Return in 1 Year - Simple Swing Trading Strategies for Achieving Triple Digit Returns,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_lS9zbnLi1Gg_martin_luke_283_gain_swing_trader.md,INTAKE_2026-05-03_lS9zbnLi1Gg_martin_luke_283_gain_swing_trader.md,27127,168c828406a49d6393d6b9afab43d2eb24a90e857d90052dd57a7602b0b69170,https://youtu.be/lS9zbnLi1Gg?si=vmGqb0X_iM3tCvw9,lS9zbnLi1Gg,283% Gain in 1 Year - The Story of the 22-Year-Old Swing Trader,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_lTiR1pc82EE_market_wizards_setups.md,INTAKE_2026-05-03_lTiR1pc82EE_market_wizards_setups.md,14188,68f3fec7cc2621d56809c995823979b3d5d0767bc7af61cb0feaaf828dc362a5,https://youtu.be/lTiR1pc82EE?si=mvvql0aCc1yj_UO0,lTiR1pc82EE,5 Simple & Effective Trading Setups of Market Wizards,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_QzzKqmPcB3A_ultimate_trading_guide_ep.md,INTAKE_2026-05-03_QzzKqmPcB3A_ultimate_trading_guide_ep.md,16431,589fef5e1c94e2e262119f97a2a37912582af23507f50d8fc451e1f2a9961496,https://youtu.be/QzzKqmPcB3A?si=gJB9Tj18DU75ZM8Y,QzzKqmPcB3A,7 Steps to Beat the Market - Ultimate Trading Guide Ep,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_R1sNTB2Vh7w_peter_brandt_48_years_trading_lessons.md,INTAKE_2026-05-03_R1sNTB2Vh7w_peter_brandt_48_years_trading_lessons.md,21317,a2d702f26e1a2d22115e1f25fe62844b4d4080b1768a6ffa3ce432458e5681c4,https://youtu.be/R1sNTB2Vh7w?si=XnkewkLqMeGAOqVg,R1sNTB2Vh7w,48 Years of Trading Lessons with Market Wizard Peter Brandt,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_R215f4fj7V8_lance_breitstein_trend_trading.md,INTAKE_2026-05-03_R215f4fj7V8_lance_breitstein_trend_trading.md,21757,2574c2245589366e04c6f10af4915324220fd933a8977d106c1f123f3727b53f,https://youtu.be/R215f4fj7V8?si=L3wGYRC2vMT5Bjb_,R215f4fj7V8,The Simple Trading Setup That Made Lance Breitstein Millions,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_rdmjsbDVuoU_high_tight_flag_leif_soreide.md,INTAKE_2026-05-03_rdmjsbDVuoU_high_tight_flag_leif_soreide.md,8004,593597793e4d86cea8204ce68eb3c7a5976accb08d0a0ef42bc8f595e34af786,https://youtu.be/rdmjsbDVuoU?si=8qhVw_nmLLRHolwf,rdmjsbDVuoU,INTAKE_2026-05-03_rdmjsbDVuoU_high_tight_flag_leif_soreide,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_RTHRh_GLwH8_mark_ritchie_low_risk_breakout_pyramid.md,INTAKE_2026-05-03_RTHRh_GLwH8_mark_ritchie_low_risk_breakout_pyramid.md,14025,905f2719a554917172a1ad3b52b292108979335cb9473e04ea500ce8e749a9ce,https://youtu.be/RTHRh_GLwH8?si=NyxT_vvKDrHwMv64,RTHRh_GLwH8,INTAKE_2026-05-03_RTHRh_GLwH8_mark_ritchie_low_risk_breakout_pyramid,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_tynE-pwE-1o_pradeep_bonde_process_beats_setups_NEEDS_TRANSCRIPT.md,INTAKE_2026-05-03_tynE-pwE-1o_pradeep_bonde_process_beats_setups_NEEDS_TRANSCRIPT.md,7706,28ec8d37b9a10f733a98907ff133bb3b77e73a96121d59048b3570bfc118f80a,https://youtu.be/tynE-pwE-1o?si=E0Q_en-H8CP_3QEG,tynE-pwE-1o,Why Process Beats Setups in Trading — Pradeep Bonde,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_uh5bALsKkLg_mark_minervini_market_wizard.md,INTAKE_2026-05-03_uh5bALsKkLg_mark_minervini_market_wizard.md,17819,99670d96f8afde6712f7f4019339152e5c4ff7b9e62edb84bc742e76de9cc257,https://www.youtube.com/watch?v=uh5bALsKkLg,uh5bALsKkLg,INTAKE_2026-05-03_uh5bALsKkLg_mark_minervini_market_wizard,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_UMgJ0P8fe0s_swing_vs_position_matt_petrolia.md,INTAKE_2026-05-03_UMgJ0P8fe0s_swing_vs_position_matt_petrolia.md,11767,8b464ae7b8e261f1b989b264e3219408c5fd4fb1bc4179798359b568d6c1fafd,https://www.youtube.com/watch?v=UMgJ0P8fe0s,UMgJ0P8fe0s,INTAKE_2026-05-03_UMgJ0P8fe0s_swing_vs_position_matt_petrolia,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_zw96qkUn9_g_clement_ang_150pct_returns.md,INTAKE_2026-05-03_zw96qkUn9_g_clement_ang_150pct_returns.md,20251,6a53f86811c695e9db69f7f686a0859580cd039eecd4f9d34860df64aeebb2e0,https://www.youtube.com/watch?v=zw96qkUn9_g,zw96qkUn9_g,INTAKE_2026-05-03_zw96qkUn9_g_clement_ang_150pct_returns,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_001_JS4_6gv0PpI_mark_minervini_vcp.md,QL_INTAKE_001_JS4_6gv0PpI_mark_minervini_vcp.md,12825,2fbd7dbd6240406b5f8fb87c6bc8424f8586965a4c012c024ee89fb8fbf1b2df,https://youtu.be/JS4_6gv0PpI?si=GdGc-i9bA1G9F8BS,JS4_6gv0PpI,"33,500% RETURN - Mark Minervini's VCP Setup that made him Millions",NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_002_XOul_ECgHyA_sean_ryan_swing_system.md,QL_INTAKE_002_XOul_ECgHyA_sean_ryan_swing_system.md,22169,dc86afe79f8e010cdfd2af38370623cf83b7d46836945d867c08195c7508bb88,https://youtu.be/XOul-ECgHyA?si=lGRJSk2sTxtqli3v,XOul-ECgHyA,100% Returns After Losing it all - Developing a Swing Trading System,NO,NO,YES
